-0.121097 -95.055183,51.386580 -90.553768,76.710130 69.589502,25.690978 83.227286,-25.908450 86.694311,-76.761321 100.378599,-51.535698 -99.565600,17.093286 -63.944979,68.364138 -55.970434,59.900058 108.755107,8.487477 114.417345,-43.018454 118.299949,-84.444447 -105.090735,-34.474538 -67.510225,34.275595 -32.603294,84.430819 4.876455,42.842482 141.625446,-8.726873 145.502771,-60.019052 151.179640,-68.450340 -44.165222,-17.324364 -36.166085,51.386580 -0.553768,76.710130 159.589502,25.690978 173.227286,-25.908450 176.694311,-76.761321 -169.621401,-51.535698 -9.565600,-0.121097 -5.055183,68.364138 34.029566,59.900058 -161.244893,8.487477 -155.582655,-43.018454 -151.700051,-84.444447 -15.090735,-34.474538 22.489775,17.093286 26.055021,84.430819 94.876455,42.842482 -128.374554,-8.726873 -124.497229,-60.019052 -118.820360,-68.450340 45.834778,-17.324364 53.833915,34.275595 57.396706
22.126109 72.576685,-29.463951 76.060620,-80.109140 95.067094,-48.006474 -109.951545,3.449578 -105.749242,54.922210 -100.852830,73.272929 62.016283,4.916801 103.726192,-46.554810 107.822921,-81.443063 -100.541074,-30.923922 -78.113748,20.660746 -74.613235,71.848672 -64.961369,56.373297 98.635590,-12.294280 134.816029,-63.524415 141.252741,-64.961738 -53.664208,-13.759611 -46.843388,37.831417 -43.179984,86.346180 32.543481,39.291530 131.099600,-29.463951 166.060620,-80.109140 -174.932906,-48.006474 -19.951545,3.449578 -15.749242,54.922210 -10.852830,73.272929 152.016283,22.126109 162.576685,-46.554810 -162.177079,-81.443063 -10.541074,-30.923922 11.886252,20.660746 15.386765,71.848672 25.038631,56.373297 -171.364410,4.916801 -166.273808,-63.524415 -128.747259,-64.961738 36.335792,-13.759611 43.156612,37.831417 46.820016,86.346180 122.543481,39.291530 -138.900400,-12.294280 -135.183971
20.306198 72.582295,-31.277032 76.087679,-81.759948 99.511635,-46.203496 -109.832857,5.271752 -105.760033,56.724184 -100.619226,71.503353 63.127797,3.094627 103.715297,-48.357532 107.944853,-79.781737 -96.404684,-29.110666 -78.087768,22.480564 -74.606992,73.616633 -63.801499,54.571006 98.862831,-14.114057 134.810708,-65.309152 141.732090,-63.176410 -53.199865,-11.939739 -46.849047,39.644673 -43.118697,86.260281 60.696239,37.478099 131.159071,-31.277032 166.087679,-81.759948 -170.488365,-46.203496 -19.832857,5.271752 -15.760033,56.724184 -10.619226,71.503353 153.127797,20.306198 162.582295,-48.357532 -162.055147,-79.781737 -6.404684,-29.110666 11.912232,22.480564 15.393008,73.616633 26.198501,54.571006 -171.137169,3.094627 -166.284703,-65.309152 -128.267910,-63.176410 36.800135,-11.939739 43.150953,39.644673 46.881303,86.260281 150.696239,37.478099 -138.840929,-14.114057 -135.189292
18.485836 72.584884,-33.089187 76.120653,-83.333684 106.156191,-44.399240 -109.729598,7.093894 -105.770149,58.524439 -100.349606,69.726724 64.029998,1.272485 103.704006,-50.158903 108.084821,-78.080254 -93.460856,-27.296531 -78.066981,24.299876 -74.597269,75.374631 -62.341363,52.767175 99.060287,-15.933314 134.807292,-67.090541 142.299071,-61.388306 -52.803887,-10.119406 -46.856279,41.457004 -43.047416,85.402022 82.695615,35.663796 131.209831,-33.089187 166.120653,-83.333684 -163.843809,-44.399240 -19.729598,7.093894 -15.770149,58.524439 -10.349606,69.726724 154.029998,18.485836 162.584884,-50.158903 -161.915179,-78.080254 -3.460856,-27.296531 11.933019,24.299876 15.402731,75.374631 27.658637,52.767175 -170.939713,1.272485 -166.295994,-67.090541 -127.700929,-61.388306 37.196113,-10.119406 43.143721,41.457004 46.952584,85.402022 172.695615,35.663796 -138.790169,-15.933314 -135.192708
16.665071 72.584800,-34.900379 76.160228,-84.760666 116.692118,-42.593760 -109.639937,8.915951 -105.779351,60.322783 -100.037384,67.944622 64.772955,-0.549572 103.692548,-51.958851 108.245453,-76.353483 -91.278603,-25.481557 -78.050845,26.118635 -74.583644,77.118761 -60.460832,50.961925 99.232132,-17.752004 134.806076,-68.867912 142.975687,-59.597779 -52.464234,-8.298662 -46.864821,43.268361 -42.964893,84.099258 96.395068,33.848667 131.252809,-34.900379 166.160228,-84.760666 -153.307882,-42.593760 -19.639937,8.915951 -15.779351,60.322783 -10.037384,67.944622 154.772955,16.665071 162.584800,-51.958851 -161.754547,-76.353483 -1.278603,-25.481557 11.949155,26.118635 15.416356,77.118761 29.539168,50.961925 -170.767868,-0.549572 -166.307452,-68.867912 -127.024313,-59.597779 37.535766,-8.298662 43.135179,43.268361 47.035107,84.099258 -173.604932,33.848667 -138.747191,-17.752004 -135.193924
14.843953 72.582371,-36.710569 76.207175,-85.885487 133.982707,-40.787103 -109.562311,10.737872 -105.787393,62.118973 -99.674299,66.158152 65.392086,-2.371490 103.681152,-53.757289 108.429889,-74.609790 -89.607940,-23.665785 -78.038874,27.936796 -74.565657,78.842701 -57.968730,49.155356 99.381816,-19.570080 134.807375,-70.640346 143.791852,-57.805100 -52.171507,-6.477558 -46.874423,45.078691 -42.869685,82.582535 104.803177,32.032755 131.288823,-36.710569 166.207175,-85.885487 -136.017293,-40.787103 -19.562311,10.737872 -15.787393,62.118973 -9.674299,66.158152 155.392086,14.843953 162.582371,-53.757289 -161.570111,-74.609790 0.392060,-23.665785 11.961126,27.936796 15.434343,78.842701 32.031270,49.155356 -170.618184,-2.371490 -166.318848,-70.640346 -126.208148,-57.805100 37.828493,-6.477558 43.125577,45.078691 47.130315,82.582535 -165.196823,32.032755 -138.711177,-19.570080 -135.192625
13.022531 72.577901,-38.519718 76.262365,-86.411900 159.751566,-38.979315 -109.495365,12.559603 -105.794020,63.912698 -99.249851,64.368106 65.913121,-4.193218 103.670044,-55.554115 108.641912,-72.854190 -88.295753,-21.849256 -78.030624,29.754316 -74.542796,80.535599 -54.544868,47.347553 99.512209,-21.387498 134.811527,-72.406542 144.789240,-56.010478 -51.918264,-4.656144 -46.884840,46.887941 -42.760116,80.958801 110.249052,30.216102 131.318599,-38.519718 166.262365,-86.411900 -110.248434,-38.979315 -19.495365,12.559603 -15.794020,63.912698 -9.249851,64.368106 155.913121,13.022531 162.577901,-55.554115 -161.358088,-72.854190 1.704247,-21.849256 11.969376,29.754316 15.457204,80.535599 35.455132,47.347553 -170.487791,-4.193218 -166.329956,-72.406542 -125.210760,-56.010478 38.081736,-4.656144 43.115160,46.887941 47.239884,80.958801 -159.750948,30.216102 -138.681401,-21.387498 -135.188473
11.200856 72.571677,-40.327788 76.326790,-86.090279 -173.015962,-37.170436 -109.437927,14.381094 -105.798962,65.703553 -98.750488,62.575067 66.355180,-6.014702 103.659458,-57.349202 108.886122,-71.089850 -87.243701,-20.032012 -78.025690,31.571150 -74.514499,82.177472 -49.621418,45.538588 99.625728,-23.204213 134.818897,-74.164611 146.027571,-54.214081 -51.698535,-2.834474 -46.895837,48.696046 -42.634223,79.276447 113.986273,28.398753 131.342786,-40.327788 166.326790,-86.090279 -83.015962,-37.170436 -19.437927,14.381094 -15.798962,65.703553 -8.750488,62.575067 156.355180,11.200856 162.571677,-57.349202 -161.113878,-71.089850 2.756299,-20.032012 11.974310,31.571150 15.485501,82.177472 40.378582,45.538588 -170.374272,-6.014702 -166.340542,-74.164611 -123.972429,-54.214081 38.301465,-2.834474 43.104163,48.696046 47.365777,79.276447 -156.013727,28.398753 -138.657214,-23.204213 -135.181103
9.378978 72.563970,-42.134736 76.401582,-85.084326 -153.530085,-35.360507 -109.388972,16.202294 -105.801938,67.490997 -98.158420,60.779471 66.732759,-7.835890 103.649626,-59.142393 109.168174,-69.318859 -86.386012,-18.214099 -78.023699,33.387254 -74.480136,83.728315 -42.135268,43.728527 99.724417,-25.020181 134.829881,-75.911714 147.595314,-52.416042 -51.507476,-1.012599 -46.907182,50.502936 -42.489695,77.559115 116.677745,26.580750 131.361961,-42.134736 166.401582,-85.084326 -63.530085,-35.360507 -19.388972,16.202294 -15.801938,67.490997 -8.158420,60.779471 156.732759,9.378978 162.563970,-59.142393 -160.831826,-69.318859 3.613988,-18.214099 11.976301,33.387254 15.519864,83.728315 47.864732,43.728527 -170.275583,-7.835890 -166.350374,-75.911714 -122.404686,-52.416042 38.492524,-1.012599 43.092818,50.502936 47.510305,77.559115 -153.322255,26.580750 -138.638039,-25.020181 -135.170119
7.556951 72.555039,-43.940520 76.488044,-83.714367 -141.589614,-33.549566 -109.347600,18.023153 -105.802647,69.274299 -97.449837,58.981649 67.057047,-9.656730 103.640791,-60.933490 109.495099,-67.542643 -85.677151,-16.395560 -78.024307,35.202587 -74.439002,85.101104 -30.074235,41.917426 99.810018,-26.835362 134.844914,-77.643408 149.628713,-50.616470 -51.341115,0.809428 -46.918646,52.308530 -42.323783,75.819386 118.691783,24.762139 131.376649,-43.940520 166.488044,-83.714367 -51.589614,-33.549566 -19.347600,18.023153 -15.802647,69.274299 -7.449837,58.981649 157.057047,7.556951 162.555039,-60.933490 -160.504901,-67.542643 4.322849,-16.395560 11.975693,35.202587 15.560998,85.101104 59.925765,41.917426 -170.189982,-9.656730 -166.359209,-77.643408 -120.371287,-50.616470 38.658885,0.809428 43.081354,52.308530 47.676217,75.819386 -151.308217,24.762139 -138.623351,-26.835362 -135.155086
5.734825 72.545132,-45.745091 76.587686,-82.169066 -134.160201,-31.737651 -109.313017,19.843622 -105.800770,71.052446 -96.592160,57.181860 67.336811,-11.477172 103.633202,-62.722239 109.875740,-65.762204 -85.084657,-14.576443 -78.027193,37.017103 -74.390302,86.103074 -10.365258,40.105338 99.884031,-28.649714 134.864471,-79.352390 152.347391,-48.815453 -51.196163,2.631553 -46.930001,54.112732 -42.133199,74.064470 120.245219,22.942963 131.387322,-45.745091 166.587686,-82.169066 -44.160201,-31.737651 -19.313017,19.843622 -15.800770,71.052446 -6.592160,57.181860 157.336811,5.734825 162.545132,-62.722239 -160.124260,-65.762204 4.915343,-14.576443 11.972807,37.017103 15.609698,86.103074 79.634742,40.105338 -170.115969,-11.477172 -166.366798,-79.352390 -117.652609,-48.815453 38.803837,2.631553 43.069999,54.112732 47.866801,74.064470 -149.754781,22.942963 -138.612678,-28.649714 -135.135529
3.912654 72.534490,-47.548400 76.702263,-80.533788 -129.264010,-29.924802 -109.284516,21.663653 -105.795962,72.824000 -95.539662,55.380307 67.579020,-13.297166 103.627118,-64.508312 110.321389,-63.978265 -84.584789,-12.756794 -78.032057,38.830760 -74.333140,86.409206 17.066845,38.292313 99.947749,-30.463198 134.889077,-81.025898 156.124579,-47.013068 -51.069872,4.453724 -46.941019,55.915427 -41.913970,72.298759 121.472641,21.123269 131.394411,-47.548400 166.702263,-80.533788 -39.264010,-29.924802 -19.284516,21.663653 -15.795962,72.824000 -5.539662,55.380307 157.579020,3.912654 162.534490,-64.508312 -159.678611,-63.978265 5.415211,-12.756794 11.967943,38.830760 15.666860,86.409206 107.066845,38.292313 -170.052251,-13.297166 -166.372882,-81.025898 -113.875421,-47.013068 38.930128,4.453724 43.058981,55.915427 48.086030,72.298759 -148.527359,21.123269 -138.605589,-30.463198 -135.110923
2.090492 72.523349,-49.350386 76.833836,-78.847913 -125.853809,-28.111057 -109.261467,23.483198 -105.787851,74.586854 -94.226229,53.577151 67.789281,-15.116662 103.622811,-66.291274 110.846679,-62.191358 -84.159799,-10.936662 -78.038616,40.643512 -74.266489,85.862092 42.773827,36.478396 100.002298,-32.275773 134.919315,-82.639926 161.632049,-45.209379 -50.959930,6.275887 -46.951467,57.716475 -41.661250,70.525064 122.461489,19.303103 131.398312,-49.350386 166.833836,-78.847913 -35.853809,-28.111057 -19.261467,23.483198 -15.787851,74.586854 -4.226229,53.577151 157.789281,2.090492 162.523349,-66.291274 -159.153321,-62.191358 5.840201,-10.936662 11.961384,40.643512 15.733511,85.862092 132.773827,36.478396 -169.997702,-15.116662 -166.377189,-82.639926 -108.367951,-45.209379 39.040070,6.275887 43.048533,57.716475 48.338750,70.525064 -147.538511,19.303103 -138.601688,-32.275773 -135.080685
0.268390 72.511937,-51.150982 76.984836,-77.131173 -123.368745,-26.296455 -109.243306,25.302211 -105.776033,76.337815 -92.552905,51.772525 67.972157,-16.935612 103.620569,-68.070545 111.470918,-60.401881 -83.796161,-9.116097 -78.046602,42.455312 -74.189179,84.720621 59.902125,34.663632 100.048662,-34.087402 134.955837,-84.145307 170.138445,-43.404442 -50.864373,8.097989 -46.961109,59.515703 -41.369064,68.745258 123.270822,17.482514 131.399386,-51.150982 166.984836,-77.131173 -33.368745,-26.296455 -19.243306,25.302211 -15.776033,76.337815 -2.552905,51.772525 157.972157,0.268390 162.511937,-68.070545 -158.529082,-60.401881 6.203839,-9.116097 11.953398,42.455312 15.810821,84.720621 149.902125,34.663632 -169.951338,-16.935612 -166.379431,-84.145307 -99.861555,-43.404442 39.135627,8.097989 43.038891,59.515703 48.630936,68.745258 -146.729178,17.482514 -138.600614,-34.087402 -135.044163
-1.553597 72.500485,-52.950109 77.158160,-75.394304 -121.491838,-24.481036 -109.229523,27.120646 -105.760064,78.071822 -90.365416,49.966537 68.131403,-18.753970 103.620699,-69.845330 112.220095,-58.610139 -83.483392,-7.295148 -78.055758,44.266110 -74.099858,83.281112 70.317494,32.848066 100.087707,-35.898047 134.999373,-85.433531 -176.013316,-41.598308 -50.781523,9.919977 -46.969703,61.312894 -41.029963,66.960636 123.941869,15.661548 131.397971,-52.950109 167.158160,-75.394304 -31.491838,-24.481036 -19.229523,27.120646 -15.760064,78.071822 -0.365416,49.966537 158.131403,-1.553597 162.500485,-69.845330 -157.779905,-58.610139 6.516608,-7.295148 11.944242,44.266110 15.900142,83.281112 160.317494,32.848066 -169.912293,-18.753970 -166.379301,-85.433531 -86.013316,-41.598308 39.218477,9.919977 43.030297,61.312894 48.970037,66.960636 -146.058131,15.661548 -138.602029,-35.898047 -135.000627
-3.375417 72.489219,-54.747673 77.357282,-73.643570 -120.033484,-22.664841 -109.219655,28.938459 -105.739457,79.780429 -87.411466,48.159278 68.270133,-20.571689 103.623526,-71.614519 113.130003,-56.816366 -83.213241,-5.473866 -78.065839,46.075852 -73.996960,81.697069 76.886233,31.031741 100.120199,-37.707668 135.050748,-86.272413 -153.875425,-39.791022 -50.709937,11.741800 -46.976998,63.107769 -40.634534,65.172112 124.504238,13.840256 131.394381,-54.747673 167.357282,-73.643570 -30.033484,-22.664841 -19.219655,28.938459 -15.739457,79.780429 2.588534,48.159278 158.270133,-3.375417 162.489219,-71.614519 -156.869997,-56.816366 6.786759,-5.473866 11.934161,46.075852 16.003040,81.697069 166.886233,31.031741 -169.879801,-20.571689 -166.376474,-86.272413 -63.875425,-39.791022 39.290063,11.741800 43.023002,63.107769 49.365466,65.172112 -145.495762,13.840256 -138.605619,-37.707668 -134.949252
-5.197017 72.478370,-56.543558 77.586412,-71.882844 -118.874365,-20.847913 -109.213280,30.755606 -105.713675,81.448588 -83.255180,46.350826 68.390954,-22.388725 103.629405,-73.376520 114.251262,-55.020748 -82.979126,-3.652305 -78.076604,47.884479 -73.878659,80.037091 81.282523,29.214699 100.146820,-39.516228 135.110896,-86.338921 -125.812494,-37.982628 -50.648366,13.563405 -46.982730,64.899971 -40.170716,63.380356 124.979718,12.018688 131.388910,-56.543558 167.586412,-71.882844 -28.874365,-20.847913 -19.213280,30.755606 -15.713675,81.448588 6.744820,46.350826 158.390954,-5.197017 162.478370,-73.376520 -155.748738,-55.020748 7.020874,-3.652305 11.923396,47.884479 16.121341,80.037091 171.282523,29.214699 -169.853180,-22.388725 -166.370595,-86.338921 -35.812494,-37.982628 39.351634,13.563405 43.017270,64.899971 49.829284,63.380356 -145.020282,12.018688 -138.611090,-39.516228 -134.889104
-7.018344 72.468170,-58.337622 77.850697,-70.114630 -117.936052,-19.030295 -109.210013,32.572043 -105.682117,83.047322 -77.098786,44.541249 68.496068,-24.205034 103.638715,-75.128980 115.657705,-53.223431 -82.775734,-1.830515 -78.087821,49.691924 -73.742808,78.333431 84.384863,27.396984 100.168177,-41.323684 135.180883,-85.597914 -102.352899,-36.173165 -50.595721,15.384742 -46.986625,66.689023 -39.622801,61.585861 125.384688,10.196895 131.381836,-58.337622 167.850697,-70.114630 -27.936052,-19.030295 -19.210013,32.572043 -15.682117,83.047322 12.901214,44.541249 158.496068,-7.018344 162.468170,-75.128980 -154.342295,-53.223431 7.224266,-1.830515 11.912179,49.691924 16.257192,78.333431 174.384863,27.396984 -169.831823,-24.205034 -166.361285,-85.597914 -12.352899,-36.173165 39.404279,15.384742 43.013375,66.689023 50.377199,61.585861 -144.615312,10.196895 -138.618164,-41.323684 -134.819117
-8.839347 72.458858,-60.129686 78.156504,-68.340614 -117.165049,-17.212031 -109.209495,34.387728 -105.644115,84.515779 -67.423057,42.730608 68.587346,-26.020573 103.651875,-76.868284 117.460982,-51.424535 -82.598729,-0.008550 -78.099260,51.498111 -73.586868,76.602626 86.669325,25.578640 100.184818,-43.129996 135.261933,-84.359067 -87.412325,-34.362674 -50.551049,17.205761 -46.988390,68.474291 -38.969952,59.789003 125.731688,8.374929 131.373423,-60.129686 168.156504,-68.340614 -27.165049,-17.212031 -19.209495,34.387728 -15.644115,84.515779 22.576943,42.730608 158.587346,-8.839347 162.458858,-76.868284 -152.539018,-51.424535 7.401271,-0.008550 11.900740,51.498111 16.413132,76.602626 176.669325,25.578640 -169.815182,-26.020573 -166.348125,-84.359067 2.587675,-34.362674 39.448951,17.205761 43.011610,68.474291 51.030048,59.789003 -144.268312,8.374929 -138.626577,-43.129996 -134.738067
-10.659974 72.450678,-61.919525 78.511797,-66.561968 -116.523695,-15.393168 -109.211396,36.202616 -105.598916,85.717959 -51.529019,40.918957 68.666390,-27.835302 103.669339,-78.588630 119.837265,-49.624157 -82.444536,1.813538 -78.110692,53.302951 -73.407807,74.853855 88.409058,23.759712 100.197238,-44.935118 135.355457,-82.877494 -78.277599,-32.551192 -50.513511,19.026411 -46.987715,70.254900 -38.183952,57.990069 126.030482,6.552841 131.363924,-61.919525 168.511797,-66.561968 -26.523695,-15.393168 -19.211396,36.202616 -15.598916,85.717959 38.470981,40.918957 158.666390,-10.659974 162.450678,-78.588630 -150.162735,-49.624157 7.555464,1.813538 11.889308,53.302951 16.592193,74.853855 178.409058,23.759712 -169.802762,-27.835302 -166.330661,-82.877494 11.722401,-32.551192 39.486489,19.026411 43.012285,70.254900 51.816048,57.990069 -143.969518,6.552841 -138.636076,-44.935118 -134.644543
-12.480175 72.443885,-63.706846 78.926677,-64.779524 -115.984747,-13.573752 -109.215408,38.016664 -105.545672,86.378361 -26.976426,39.106347 68.734581,-29.649181 103.691609,-80.280167 123.078678,-47.822377 -82.310177,3.635695 -78.121890,55.106338 -73.201980,73.092568 89.769771,21.940245 100.205885,-46.739000 135.463094,-81.275881 -72.416692,-30.738758 -50.482361,20.846644 -46.984267,72.029628 -37.225661,56.189285 126.288784,4.730684 131.353583,-63.706846 168.926677,-64.779524 -25.984747,-13.573752 -19.215408,38.016664 -15.545672,86.378361 63.023574,39.106347 158.734581,-12.480175 162.443885,-80.280167 -146.921322,-47.822377 7.689823,3.635695 11.878110,55.106338 16.798020,73.092568 179.769771,21.940245 -169.794115,-29.649181 -166.308391,-81.275881 17.583308,-30.738758 39.517639,20.846644 43.015733,72.029628 52.774339,56.189285 -143.711216,4.730684 -138.646417,-46.739000 -134.536906
-14.299900 72.438746,-65.491267 79.414142,-62.993893 -115.528035,-11.753830 -109.221240,39.829828 -105.483416,86.202976 0.981393,37.292825 68.793117,-31.462168 103.719243,-81.924997 127.697559,-46.019266 -82.193158,5.457868 -78.132622,56.908144 -72.964960,71.322180 90.857033,20.120286 100.211171,-48.541588 135.586760,-79.609463 -68.430142,-28.925410 -50.456938,22.666413 -46.977687,73.796705 -36.039273,54.386831 126.512766,2.908511 131.342637,-65.491267 169.414142,-62.993893 -25.528035,-11.753830 -19.221240,39.829828 -15.483416,86.202976 90.981393,37.292825 158.793117,-14.299900 162.438746,-81.924997 -142.302441,-46.019266 7.806842,5.457868 11.867378,56.908144 17.035040,71.322180 -179.142967,20.120286 -169.788829,-31.462168 -166.280757,-79.609463 21.569858,-28.925410 39.543062,22.666413 43.022313,73.796705 53.960727,54.386831 -143.487234,2.908511 -138.657363,-48.541588 -134.413240
-16.119101 72.435540,-67.272279 79.991201,-61.205527 -115.138311,-9.933453 -109.228617,41.642062 -105.411047,85.284137 22.060459,35.478436 68.843042,-33.274227 103.752858,-83.487867 134.643792,-44.214883 -82.091366,7.280003 -78.142656,58.708213 -72.691315,69.544929 91.740971,18.299880 100.213470,-50.342817 135.728711,-77.904862 -65.579837,-27.111187 -50.436649,24.485670 -46.967585,75.553495 -34.542602,52.582850 126.707429,1.086375 131.331318,-67.272279 169.991201,-61.205527 -25.138311,-9.933453 -19.228617,41.642062 -15.411047,85.284137 112.060459,35.478436 158.843042,-16.119101 162.435540,-83.487867 -135.356208,-44.214883 7.908634,7.280003 11.857344,58.708213 17.308685,69.544929 -178.259029,18.299880 -169.786530,-33.274227 -166.247142,-77.904862 24.420163,-27.111187 39.563351,24.485670 43.032415,75.553495 55.457398,52.582850 -143.292571,1.086375 -138.668682,-50.342817 -134.271289
-17.937731 72.434566,-69.049193 80.680538,-59.414769 -114.803844,-8.112670 -109.237279,43.453316 -105.327298,83.951622 35.074908,33.663225 68.885272,-35.085319 103.793150,-84.893199 145.720099,-42.409281 -82.003003,9.102049 -78.151751,60.506349 -72.374309,67.762337 92.469851,16.479077 100.213133,-52.142614 135.891621,-76.176054 -63.459191,-25.296130 -50.420961,26.304370 -46.953537,77.295907 -32.609948,50.777461 126.876863,-0.735670 131.319856,-69.049193 170.680538,-59.414769 -24.803844,-8.112670 -19.237279,43.453316 -15.327298,83.951622 125.074908,33.663225 158.885272,-17.937731 162.434566,-84.893199 -124.279901,-42.409281 7.996997,9.102049 11.848249,60.506349 17.625691,67.762337 -177.530149,16.479077 -169.786867,-35.085319 -166.206850,-76.176054 26.540809,-25.296130 39.579039,26.304370 43.046463,77.295907 57.390052,50.777461 -143.123137,-0.735670 -138.680144,-52.142614 -134.108379
-19.755742 72.436140,-70.821057 81.513059,-57.621883 -114.515463,-6.291532 -109.246975,45.263539 -105.230704,82.420474 43.095832,31.847235 68.920617,-36.895404 103.840897,-85.972773 163.876801,-40.602507 -81.926526,10.923953 -78.159661,62.302303 -72.005482,65.975469 93.077915,14.657926 100.210482,-53.940893 136.078688,-74.430954 -61.830995,-23.480278 -50.409389,28.122468 -46.935076,79.017278 -30.040293,48.970762 127.024453,-2.557572 131.308478,-70.821057 171.513059,-57.621883 -24.515463,-6.291532 -19.246975,45.263539 -15.230704,82.420474 133.095832,31.847235 158.920617,-19.755742 162.436140,-85.972773 -106.123199,-40.602507 8.073474,10.923953 11.840339,62.302303 17.994518,65.975469 -176.922085,14.657926 -169.789518,-36.895404 -166.159103,-74.430954 28.169005,-23.480278 39.590611,28.122468 43.064924,79.017278 59.959707,48.970762 -142.975547,-2.557572 -138.691522,-53.940893 -133.921312
-21.573090 72.440604,-72.586523 82.531940,-55.827073 -114.265895,-4.470090 -109.257462,47.072674 -105.119563,80.789124 48.323050,30.030509 68.949794,-38.704445 103.896983,-86.418901 -169.695226,-38.794605 -81.860602,12.745662 -78.166128,64.095756 -71.574064,64.185094 93.590097,12.836476 100.205820,-55.737547 136.293772,-72.674339 -60.549205,-21.663674 -50.401496,29.939920 -46.911687,80.706100 -26.495062,47.162837 127.153019,-4.379277 131.297414,-72.586523 172.531940,-55.827073 -24.265895,-4.470090 -19.257462,47.072674 -15.119563,80.789124 138.323050,30.030509 158.949794,-21.573090 162.440604,-86.418901 -79.695226,-38.794605 8.139398,12.745662 11.833872,64.095756 18.425936,64.185094 -176.409903,12.836476 -169.794180,-38.704445 -166.103017,-72.674339 29.450795,-21.663674 39.598504,29.939920 43.088313,80.706100 63.504938,47.162837 -142.846981,-4.379277 -138.702586,-55.737547 -133.706228
-23.389731 72.448324,-74.343622 83.799246,-54.030503 -114.049300,-2.648396 -109.268505,48.880659 -104.991880,79.102369 51.929707,28.213091 68.973443,-40.512402 103.962412,-86.012998 -142.978501,-36.985617 -81.804076,14.567126 -78.170882,65.886290 -71.066132,62.391776 94.024970,11.014777 100.199432,-57.532448 136.541568,-70.909238 -59.519605,-19.846360 -50.396879,31.756681 -46.882800,82.341004 -21.370235,45.353758 127.264935,-6.200733 131.286893,-74.343622 173.799246,-54.030503 -24.049300,-2.648396 -19.268505,48.880659 -14.991880,79.102369 141.929707,28.213091 158.973443,-23.389731 162.448324,-86.012998 -52.978501,-36.985617 8.195924,14.567126 11.829118,65.886290 18.933868,62.391776 -175.975030,11.014777 -169.800568,-40.512402 -166.037588,-70.909238 30.480395,-19.846360 39.603121,31.756681 43.117200,82.341004 68.629765,45.353758 -142.735065,-6.200733 -138.713107,-57.532448 -133.458432
-25.205621 72.459702,-76.089390 85.407260,-52.232302 -113.860933,-0.826503 -109.279873,50.687420 -104.845301,77.382293 54.538450,26.395024 68.992137,-42.319233 104.038333,-84.956723 -124.390444,-35.175583 -81.755935,16.388294 -78.173641,67.673348 -70.463376,60.595938 94.396640,9.192882 100.191588,-59.325435 136.827855,-69.137656 -58.678939,-18.028381 -50.395169,33.572709 -46.847779,83.878836 -13.530002,43.543587 127.362212,-8.021887 131.277152,-76.089390 175.407260,-52.232302 -23.860933,-0.826503 -19.279873,50.687420 -14.845301,77.382293 144.538450,26.395024 158.992137,-25.205621 162.459702,-84.956723 -34.390444,-35.175583 8.244065,16.388294 11.826359,67.673348 19.536624,60.595938 -175.603360,9.192882 -169.808412,-42.319233 -165.961667,-69.137656 31.321061,-18.028381 39.604831,33.572709 43.152221,83.878836 76.469998,43.543587 -142.637788,-8.021887 -138.722848,-59.325435 -133.172145
-27.020719 72.475175,-77.819164 87.498720,-50.432578 -113.696900,0.995536 -109.291336,52.492877 -104.677030,75.640744 56.497281,24.576353 69.006394,-44.124895 104.126069,-83.562560 -113.038761,-33.364541 -81.715291,18.209115 -78.174101,69.456176 -69.741238,58.797905 94.716013,7.370842 100.182546,-61.116305 137.159825,-67.360969 -57.983278,-16.209781 -50.396024,35.387960 -46.805910,85.225068 -0.836889,41.732383 127.446565,-9.842689 131.268433,-77.819164 177.498720,-50.432578 -23.696900,0.995536 -19.291336,52.492877 -14.677030,75.640744 146.497281,24.576353 159.006394,-27.020719 162.475175,-83.562560 -23.038761,-33.364541 8.284709,18.209115 11.825899,69.456176 20.258762,58.797905 -175.283987,7.370842 -169.817454,-44.124895 -165.873931,-67.360969 32.016722,-16.209781 39.603976,35.387960 43.194090,85.225068 89.163111,41.732383 -142.553435,-9.842689 -138.731567,-61.116305 -132.840175
-28.834984 72.495222,-79.525235 90.304886,-48.631419 -113.553971,2.817669 -109.302667,54.296931 -104.483716,73.884558 58.012248,22.757122 69.016682,-45.929340 104.227151,-82.005261 -105.938710,-31.552529 -81.681359,20.029541 -78.171941,71.233725 -68.866032,56.997928 94.991647,5.548710 100.172553,-62.904798 137.546541,-65.580143 -57.401214,-14.390607 -50.399126,37.202390 -46.756390,86.172089 19.791641,39.920198 127.519470,-11.663088 131.260985,-79.525235 -179.695114,-48.631419 -23.553971,2.817669 -19.302667,54.296931 -14.483716,73.884558 148.012248,22.757122 159.016682,-28.834984 162.495222,-82.005261 -15.938710,-31.552529 8.318641,20.029541 11.828059,71.233725 21.133968,56.997928 -175.008353,5.548710 -169.827447,-45.929340 -165.772849,-65.580143 32.598786,-14.390607 39.600874,37.202390 43.243610,86.172089 109.791641,39.920198 -142.480530,-11.663088 -138.739015,-62.904798 -132.453459
