-0.121097 -95.055183,39.989112 -92.038857,79.421930 -75.469562,59.900058 78.755107,19.960339 83.650109,-20.187454 86.270801,-60.019052 91.179640,-79.460942 -114.703090,-40.173201 -98.076082,13.269173 -64.202055,53.281501 -60.234965,85.118616 67.836185,46.643028 111.152421,6.574505 114.539162,-33.523770 117.328369,-73.092472 126.832990,-66.583138 -73.355553,-26.861205 -66.863853,26.645556 -33.248300,66.489447 -26.777126,73.025457 133.122415,33.322540 142.594531,-6.815005 145.380887,-46.807508 148.774357,-85.128009 -167.810957,-53.424185 -39.885445,-13.504619 -35.908727,39.989112 -2.038857,79.421930 14.530438,59.900058 168.755107,19.960339 173.650109,-20.187454 176.270801,-60.019052 -178.820360,-79.460942 -24.703090,-40.173201 -8.076082,-0.121097 -5.055183,53.281501 29.765035,85.118616 157.836185,46.643028 -158.847579,6.574505 -155.460838,-33.523770 -152.671631,-73.092472 -143.167010,-66.583138 16.644447,-26.861205 23.136147,13.269173 25.797945,66.489447 63.222874,73.025457 -136.877585,33.322540 -127.405469,-6.815005 -124.619113,-46.807508 -121.225643,-85.128009 -77.810957,-53.424185 50.114555,-13.504619 54.091273,26.645556 56.751700
-84.691643 -156.335240,-46.190629 -117.737140,-6.192021 -114.385826,33.943593 -111.582850,73.629213 -101.697331,65.877733 57.969886,26.023553 64.252351,-14.127036 66.905605,-54.039099 70.951381,-72.490210 -95.437629,-32.904088 -86.317352,7.197781 -83.544021,47.261696 -80.113575,85.515447 -31.069077,52.664287 91.297417,12.646086 95.198683,-27.481915 97.868524,-67.191992 104.561139,-59.406248 -60.072418,-19.565708 -55.271229,20.582942 -52.650253,60.514895 -47.642733,78.838586 107.511816,39.369029 123.060024,-0.744335 126.049754,-40.791449 129.098623,-80.037427 146.873931,-46.190629 -27.737140,-6.192021 -24.385826,33.943593 -21.582850,73.629213 -11.697331,65.877733 147.969886,26.023553 154.252351,-14.127036 156.905605,-54.039099 160.951381,-84.691643 -66.335240,-32.904088 3.682648,7.197781 6.455979,47.261696 9.886425,85.515447 58.930923,52.664287 -178.702583,12.646086 -174.801317,-27.481915 -172.131476,-67.191992 -165.438861,-72.490210 -5.437629,-19.565708 34.728771,20.582942 37.349747,60.514895 42.357267,78.838586 -162.488184,39.369029 -146.939976,-0.744335 -143.950246,-40.791449 -140.901377,-80.037427 -123.126069,-59.406248 29.927582
-83.254184 -146.063914,-44.386364 -117.633984,-4.370564 -114.396350,35.758680 -111.539487,75.387128 -100.234685,64.087184 58.477412,24.204764 64.265761,-15.946289 66.902203,-55.835662 71.168122,-70.724351 -94.430329,-31.091836 -86.285012,9.019832 -83.553164,49.069556 -79.984033,86.309263 -8.162373,50.858959 91.467912,10.824365 95.192130,-29.295963 97.889817,-68.969110 105.244817,-57.613351 -59.784237,-17.747630 -55.269937,22.402781 -52.644150,62.310838 -47.273636,77.114587 110.002131,37.555636 123.119891,-2.566236 126.038377,-42.598103 129.176278,-81.690639 151.248198,-44.386364 -27.633984,-4.370564 -24.396350,35.758680 -21.539487,75.387128 -10.234685,64.087184 148.477412,24.204764 154.265761,-15.946289 156.902203,-55.835662 161.168122,-83.254184 -56.063914,-31.091836 3.714988,9.019832 6.446836,49.069556 10.015967,86.309263 81.837627,50.858959 -178.532088,10.824365 -174.807870,-29.295963 -172.110183,-68.969110 -164.755183,-70.724351 -4.430329,-17.747630 34.730063,22.402781 37.355850,62.310838 42.726364,77.114587 -159.997869,37.555636 -146.880109,-2.566236 -143.961623,-42.598103 -140.823722,-81.690639 -118.751802,-57.613351 30.215763
-81.675155 -139.567087,-42.580876 -117.544415,-2.548858 -114.407417,37.572938 -111.488295,77.131140 -98.350577,62.293719 58.908501,22.385425 64.275292,-17.764975 66.901004,-57.630463 71.417860,-68.952180 -93.606615,-29.278663 -86.258522,10.841743 -83.561132,50.876186 -79.835327,86.305052 20.051722,49.052317 91.616423,9.002452 95.184149,-31.109127 97.916359,-70.741227 106.070058,-55.818533 -59.534839,-15.928939 -55.271158,24.222116 -52.634584,64.104278 -46.841889,75.370417 111.881459,35.741370 123.171004,-4.387940 126.027314,-44.403581 129.265968,-83.268716 157.771647,-42.580876 -27.544415,-2.548858 -24.407417,37.572938 -21.488295,77.131140 -8.350577,62.293719 148.908501,22.385425 154.275292,-17.764975 156.901004,-57.630463 161.417860,-81.675155 -49.567087,-29.278663 3.741478,10.841743 6.438868,50.876186 10.164673,86.305052 110.051722,49.052317 -178.383577,9.002452 -174.815851,-31.109127 -172.083641,-70.741227 -163.929942,-68.952180 -3.606615,-15.928939 34.728842,24.222116 37.365416,64.104278 43.158111,75.370417 -158.118541,35.741370 -146.828996,-4.387940 -143.972686,-44.403581 -140.734032,-83.268716 -112.228353,-55.818533 30.465161
-80.021414 -135.208292,-40.774211 -117.466869,-0.726956 -114.418795,39.386322 -111.428340,78.854904 -95.853166,60.497754 59.277056,20.565581 64.281363,-19.583047 66.902322,-59.423340 71.706443,-67.175020 -92.924126,-27.464608 -86.237277,12.663462 -83.567670,52.681500 -79.664607,85.505056 42.874608,47.244446 91.745794,7.180400 95.174996,-32.921370 97.948758,-72.507018 107.079366,-54.021955 -59.318389,-14.109680 -55.274580,26.040899 -52.621136,65.894797 -46.333554,73.612392 113.340750,33.926276 123.214297,-6.209394 126.016797,-46.207833 129.369263,-84.704292 168.090651,-40.774211 -27.466869,-0.726956 -24.418795,39.386322 -21.428340,78.854904 -5.853166,60.497754 149.277056,20.565581 154.281363,-19.583047 156.902322,-59.423340 161.706443,-80.021414 -45.208292,-27.464608 3.762723,12.663462 6.432330,52.681500 10.335393,85.505056 132.874608,47.244446 -178.254206,7.180400 -174.825004,-32.921370 -172.051242,-72.507018 -162.920634,-67.175020 -2.924126,-14.109680 34.725420,26.040899 37.378864,65.894797 43.666446,73.612392 -156.659250,33.926276 -146.785703,-6.209394 -143.983203,-46.207833 -140.630737,-84.704292 -101.909349,-54.021955 30.681611
-78.324531 -132.126642,-38.966414 -117.399995,1.095090 -114.430257,41.198788 -111.358556,80.547524 -92.421018,58.699608 59.593836,18.745281 64.284360,-21.400460 66.906495,-61.214087 72.041150,-65.393806 -92.352489,-25.649710 -86.220732,14.484938 -83.572508,54.485401 -79.468454,84.231312 57.226428,45.435417 91.858415,5.358261 95.164918,-34.732652 97.987691,-74.264550 108.333757,-52.223747 -59.130146,-12.289903 -55.279905,27.859087 -52.603345,67.681837 -45.730295,71.844410 114.500005,32.110396 123.250593,-8.030548 126.007060,-48.010808 129.487990,-85.847089 -174.973307,-38.966414 -27.399995,1.095090 -24.430257,41.198788 -21.358556,80.547524 -2.421018,58.699608 149.593836,18.745281 154.284360,-21.400460 156.906495,-61.214087 162.041150,-78.324531 -42.126642,-25.649710 3.779268,14.484938 6.427492,54.485401 10.531546,84.231312 147.226428,45.435417 -178.141585,5.358261 -174.835082,-34.732652 -172.012309,-74.264550 -161.666243,-65.393806 -2.352489,-12.289903 34.720095,27.859087 37.396655,67.681837 44.269705,71.844410 -155.499995,32.110396 -146.749407,-8.030548 -143.992940,-48.010808 -140.512010,-85.847089 -84.973307,-52.223747 30.869854
-76.600747 -129.854158,-37.157528 -117.342621,2.917226 -114.441575,43.010286 -111.277718,82.188923 -87.483859,56.899530 59.867291,16.924570 64.284637,-23.217170 66.913890,-63.002441 72.431165,-63.609215 -91.869389,-23.834010 -86.208394,16.306120 -83.575363,56.287768 -79.242735,82.728581 66.006417,43.625295 91.956313,3.536087 95.154154,-36.542937 98.033920,-76.010913 109.923803,-50.424016 -58.966220,-10.469655 -55.286855,29.676635 -52.580704,69.464643 -45.007517,70.068997 115.438021,30.293774 123.280622,-9.851348 125.998346,-49.812444 129.624298,-86.406187 -149.504525,-37.157528 -27.342621,2.917226 -24.441575,43.010286 -21.277718,82.188923 2.516141,56.899530 149.867291,16.924570 154.284637,-23.217170 156.913890,-63.002441 162.431165,-76.600747 -39.854158,-23.834010 3.791606,16.306120 6.424637,56.287768 10.757265,82.728581 156.006417,43.625295 -178.043687,3.536087 -174.845846,-36.542937 -171.966080,-76.010913 -160.076197,-63.609215 -1.869389,-10.469655 34.713145,29.676635 37.419296,69.464643 44.992483,70.068997 -154.561979,30.293774 -146.719378,-9.851348 -144.001654,-49.812444 -140.375702,-86.406187 -59.504525,-50.424016 31.033780
-74.859103 -128.121614,-35.347591 -117.293723,4.739399 -114.452518,44.820766 -111.184414,83.738887 -79.973661,55.097716 60.104150,15.103500 64.282524,-25.033133 66.924902,-64.788058 72.888231,-61.821748 -91.458072,-22.017549 -86.199817,18.126958 -83.575933,58.088455 -78.982391,81.112167 71.661471,41.814136 92.041216,1.713933 95.142938,-38.352184 98.088307,-77.741545 111.989329,-48.622850 -58.823385,-8.648986 -55.295165,31.493499 -52.552651,71.242163 -44.131483,68.287850 116.208494,28.476454 123.305035,-11.671744 125.990905,-51.612672 129.780728,-86.120498 -122.088775,-35.347591 -27.293723,4.739399 -24.452518,44.820766 -21.184414,83.738887 10.026339,55.097716 150.104150,15.103500 154.282524,-25.033133 156.924902,-64.788058 162.888231,-74.859103 -38.121614,-22.017549 3.800183,18.126958 6.424067,58.088455 11.017609,81.112167 161.661471,41.814136 -177.958784,1.713933 -174.857062,-38.352184 -171.911693,-77.741545 -158.010671,-61.821748 -1.458072,-8.648986 34.704835,31.493499 37.447349,71.242163 45.868517,68.287850 -153.791506,28.476454 -146.694965,-11.671744 -144.009095,-51.612672 -140.219272,-86.120498 -32.088775,-48.622850 31.176615
-73.104974 -126.765322,-33.536643 -117.252402,6.561556 -114.462856,46.630173 -111.077004,85.109886 -67.869617,53.294322 60.309839,13.282118 64.278327,-26.848308 66.939966,-66.570484 73.427615,-60.031780 -91.105723,-20.200370 -86.194592,19.947403 -83.573899,59.887282 -78.681177,79.434007 75.522858,40.001994 92.114609,-0.108149 95.131499,-40.160355 98.151831,-79.448918 114.756363,-46.820322 -58.698946,-6.827947 -55.304581,33.309636 -52.518561,73.012902 -43.054698,66.502151 116.849203,26.658478 123.324414,-13.491687 125.984998,-53.411408 129.960313,-85.136665 -102.222831,-33.536643 -27.252402,6.561556 -24.462856,46.630173 -21.077004,85.109886 22.130383,53.294322 150.309839,13.282118 154.278327,-26.848308 156.939966,-66.570484 163.427615,-73.104974 -36.765322,-20.200370 3.805408,19.947403 6.426101,59.887282 11.318823,79.434007 165.522858,40.001994 -177.885391,-0.108149 -174.868501,-40.160355 -171.848169,-79.448918 -155.243637,-60.031780 -1.105723,-6.827947 34.695419,33.309636 37.481439,73.012902 46.945302,66.502151 -153.150797,26.658478 -146.675586,-13.491687 -144.015002,-53.411408 -140.039687,-85.136665 -12.222831,-46.820322 31.301054
-71.341732 -125.680809,-31.724722 -117.217864,8.383643 -114.472350,48.438446 -110.953570,86.108138 -48.096709,51.489475 60.488781,11.460476 64.272336,-28.662654 66.959556,-68.349111 74.069518,-58.239601 -90.802375,-18.382517 -86.192344,21.767407 -83.568913,61.684019 -78.331282,77.719272 78.292573,38.188916 92.177775,-1.930106 95.120067,-41.967409 98.225610,-81.119832 118.610253,-45.016497 -58.590630,-5.006589 -55.314860,35.125002 -52.477732,74.774662 -41.708257,64.712743 117.387454,24.839892 123.339284,-15.311127 125.980898,-55.208553 130.166698,-83.777391 -90.025907,-31.724722 -27.217864,8.383643 -24.472350,48.438446 -20.953570,86.108138 41.903291,51.489475 150.488781,11.460476 154.272336,-28.662654 156.959556,-68.349111 164.069518,-71.341732 -35.680809,-18.382517 3.807656,21.767407 6.431087,61.684019 11.668718,77.719272 168.292573,38.188916 -177.822225,-1.930106 -174.879933,-41.967409 -171.774390,-81.119832 -151.389747,-58.239601 -0.802375,-5.006589 34.685140,35.125002 37.522268,74.774662 48.291743,64.712743 -152.612546,24.839892 -146.660716,-15.311127 -144.019102,-55.208553 -139.833302,-83.777391 -0.025907,-45.016497 31.409370
-69.571590 -124.798579,-29.911867 -117.189404,10.205609 -114.480758,50.245514 -110.811854,86.408221 -20.633954,49.683282 60.644619,9.638624 64.264824,-30.476131 66.984200,-70.123102 74.841221,-56.445433 -90.540163,-16.564034 -86.192725,23.586923 -83.560602,63.478375 -77.922812,75.981257 80.358582,36.374950 92.231832,-3.751885 95.108869,-43.773303 98.310932,-82.729335 124.246832,-43.211430 -58.496507,-3.184964 -55.325764,36.939554 -52.429374,76.524095 -39.988607,62.920242 117.843459,23.020739 123.350119,-17.130016 125.978895,-57.003986 130.404313,-82.237356 -82.452737,-29.911867 -27.189404,10.205609 -24.480758,50.245514 -20.811854,86.408221 69.366046,49.683282 150.644619,9.638624 154.264824,-30.476131 156.984200,-70.123102 164.841221,-69.571590 -34.798579,-16.564034 3.807275,23.586923 6.439398,63.478375 12.077188,75.981257 170.358582,36.374950 -177.768168,-3.751885 -174.891131,-43.773303 -171.689068,-82.729335 -145.753168,-56.445433 -0.540163,-3.184964 34.674236,36.939554 37.570626,76.524095 50.011393,62.920242 -152.156541,23.020739 -146.649881,-17.130016 -144.021105,-57.003986 -139.595687,-82.237356 7.547263,-43.211430 31.503493
-67.796049 -124.070741,-28.098115 -117.166393,12.027401 -114.487825,52.051298 -110.649176,85.855622 5.022231,47.875831 60.780380,7.816614 64.256051,-32.288700 67.014481,-71.891285 75.780448,-54.649453 -90.312797,-14.744968 -86.195412,25.405904 -83.548559,65.269969 -77.443046,74.227532 81.948093,34.560140 92.277757,-5.573433 95.098134,-45.577989 98.409283,-84.226080 132.982369,-41.405171 -58.414926,-1.363124 -55.337060,38.753249 -52.372592,78.255872 -37.733537,61.125109 118.232487,21.201066 123.357353,-18.948308 125.979297,-58.797555 130.678587,-80.604916 -77.474451,-28.098115 -27.166393,12.027401 -24.487825,52.051298 -20.649176,85.855622 95.022231,47.875831 150.780380,7.816614 154.256051,-32.288700 157.014481,-71.891285 165.780448,-67.796049 -34.070741,-14.744968 3.804588,25.405904 6.451441,65.269969 12.556954,74.227532 171.948093,34.560140 -177.722243,-5.573433 -174.901866,-45.577989 -171.590717,-84.226080 -137.017631,-54.649453 -0.312797,-1.363124 34.662940,38.753249 37.627408,78.255872 52.266463,61.125109 -151.767513,21.201066 -146.642647,-18.948308 -144.020703,-58.797555 -139.321413,-80.604916 12.525549,-41.405171 31.585074
-66.016162 -123.463282,-26.283507 -117.148265,13.848968 -114.493288,53.855705 -110.462334,84.711148 22.091077,46.067199 60.898602,5.994500 64.246269,-34.100322 67.051050,-73.651970 76.940787,-52.851801 -90.115187,-12.925367 -86.200105,27.224305 -83.532339,67.058298 -76.875357,72.462685 83.201488,32.744529 92.316408,-7.394697 95.088098,-47.381416 98.522396,-85.496433 147.231169,-39.597765 -58.344467,0.458878 -55.348519,40.566041 -52.306371,79.961035 -34.676295,59.327694 118.566282,19.380920 123.361382,-20.765956 125.982433,-60.589073 130.996254,-78.920711 -74.014571,-26.283507 -27.148265,13.848968 -24.493288,53.855705 -20.462334,84.711148 112.091077,46.067199 150.898602,5.994500 154.246269,-34.100322 157.051050,-73.651970 166.940787,-66.016162 -33.463282,-12.925367 3.799895,27.224305 6.467661,67.058298 13.124643,72.462685 173.201488,32.744529 -177.683592,-7.394697 -174.911902,-47.381416 -171.477604,-85.496433 -122.768831,-52.851801 -0.115187,0.458878 34.651481,40.566041 37.693629,79.961035 55.323705,59.327694 -151.433718,19.380920 -146.638618,-20.765956 -144.017567,-60.589073 -139.003746,-78.920711 15.985429,-39.597765 31.655533
-64.232686 -122.951415,-24.468082 -117.134511,15.670258 -114.496868,55.658622 -110.247461,83.270208 32.470247,44.257452 61.001431,4.172332 64.235717,-35.910960 67.094639,-75.402648 78.400818,-51.052591 -89.943167,-11.105277 -86.206519,29.042082 -83.511453,68.842684 -76.197601,70.689639 84.209613,30.928161 92.348548,-9.215626 95.078999,-49.183527 98.652298,-86.299586 169.871256,-37.789254 -58.283900,2.280988 -55.359912,42.377882 -52.229542,81.623512 -30.353174,57.528266 118.854022,17.560347 123.362570,-22.582916 125.988659,-62.378297 131.365770,-77.205028 -71.497655,-24.468082 -27.134511,15.670258 -24.496868,55.658622 -20.247461,83.270208 122.470247,44.257452 151.001431,4.172332 154.235717,-35.910960 157.094639,-75.402648 168.400818,-64.232686 -32.951415,-11.105277 3.793481,29.042082 6.488547,68.842684 13.802399,70.689639 174.209613,30.928161 -177.651452,-9.215626 -174.921001,-49.183527 -171.347702,-86.299586 -100.128744,-51.052591 0.056833,2.280988 34.640088,42.377882 37.770458,81.623512 59.646826,57.528266 -151.145978,17.560347 -146.637430,-22.582916 -144.011341,-62.378297 -138.634230,-77.205028 18.502345,-37.789254 31.716100
-62.446175 -122.516663,-22.651882 -117.124670,17.491222 -114.498272,57.459915 -109.999849,81.685443 39.018822,42.446649 61.090691,2.350165 64.224633,-37.720574 67.146073,-77.139438 80.280109,-49.251917 -89.793299,-9.284750 -86.214383,30.859189 -83.485357,70.622193 -75.379650,68.910338 85.033623,29.111080 92.374853,-11.036170 95.071084,-50.984256 98.801385,-86.316208 -162.031097,-35.979680 -58.232151,4.103154 -55.371013,44.188724 -52.140765,83.212062 -23.910531,55.727038 119.102983,15.739397 123.361255,-24.399145 125.998361,-64.164914 131.797894,-75.468868 -69.599283,-22.651882 -27.124670,17.491222 -24.498272,57.459915 -19.999849,81.685443 129.018822,42.446649 151.090691,2.350165 154.224633,-37.720574 157.146073,-77.139438 170.280109,-62.446175 -32.516663,-9.284750 3.785617,30.859189 6.514643,70.622193 14.620350,68.910338 175.033623,29.111080 -177.625147,-11.036170 -174.928916,-50.984256 -171.198615,-86.316208 -72.031097,-49.251917 0.206701,4.103154 34.628987,44.188724 37.859235,83.212062 66.089469,55.727038 -150.897017,15.739397 -146.638745,-24.399145 -144.001639,-64.164914 -138.202106,-75.468868 20.400717,-35.979680 31.767849
-60.657044 -122.144984,-20.834949 -117.118318,19.311810 -114.497185,59.259414 -109.713704,80.025066 43.403426,40.634844 61.167948,0.528052 64.213246,-39.529125 67.206287,-78.856061 82.768709,-47.449857 -89.662715,-7.463834 -86.223442,32.675585 -83.453451,72.395507 -74.379487,67.126118 85.716090,27.293328 92.395927,-12.856276 95.064611,-52.783523 98.972505,-85.537504 -139.060453,-34.169081 -58.188279,5.925323 -55.381588,45.998513 -52.038483,84.660494 -13.721503,53.924180 119.319007,13.918118 123.357752,-26.214600 126.011958,-65.948515 132.306529,-73.718636 -68.125849,-20.834949 -27.118318,19.311810 -24.497185,59.259414 -19.713704,80.025066 133.403426,40.634844 151.167948,0.528052 154.213246,-39.529125 157.206287,-78.856061 172.768709,-60.657044 -32.144984,-7.463834 3.776558,32.675585 6.546549,72.395507 15.620513,67.126118 175.716090,27.293328 -177.604073,-12.856276 -174.935389,-52.783523 -171.027495,-85.537504 -49.060453,-47.449857 0.337285,5.925323 34.618412,45.998513 37.961517,84.660494 76.278497,53.924180 -150.680993,13.918118 -146.642248,-26.214600 -143.988042,-65.948515 -137.693471,-73.718636 21.874151,-34.169081 31.811721
-58.865608 -121.825515,-19.017326 -117.115071,21.131974 -114.493270,61.056911 -109.381811,78.321167 46.498570,38.822088 61.234550,-1.293955 64.201785,-41.336574 67.276349,-80.541751 86.184419,-45.646478 -89.549004,-5.642582 -86.233447,34.491225 -83.415059,74.160711 -73.136829,65.337925 86.287512,25.474950 92.412315,-14.675897 95.059848,-54.581236 99.169073,-84.279478 -124.538795,-32.357495 -58.151458,7.747440 -55.391405,47.807188 -51.920882,85.820688 3.033378,52.119827 119.506839,12.096561 123.352355,-28.029240 126.029911,-67.728550 132.909953,-71.958278 -66.955765,-19.017326 -27.115071,21.131974 -24.493270,61.056911 -19.381811,78.321167 136.498570,38.822088 151.234550,-1.293955 154.201785,-41.336574 157.276349,-80.541751 176.184419,-58.865608 -31.825515,-5.642582 3.766553,34.491225 6.584941,74.160711 16.863171,65.337925 176.287512,25.474950 -177.587685,-14.675897 -174.940152,-54.581236 -170.830927,-84.279478 -34.538795,-45.646478 0.450996,7.747440 34.608595,47.807188 38.079118,85.820688 93.033378,52.119827 -150.493161,12.096561 -146.647645,-28.029240 -143.970089,-67.728550 -137.090047,-71.958278 23.044235,-32.357495 31.848542
-57.072113 -121.549726,-17.199058 -117.114572,22.951665 -114.486165,62.852136 -108.995076,76.590206 48.778347,37.008427 61.291670,-3.115802 64.190479,-43.142878 67.357482,-82.176714 91.089703,-43.841839 -89.450126,-3.821044 -86.244159,36.306067 -83.369426,75.914929 -71.562243,63.546445 86.770283,23.655990 92.424508,-16.494984 95.057079,-56.377282 99.395223,-82.788677 -115.646365,-30.544961 -58.120950,9.569455 -55.400220,49.614685 -51.785830,86.402210 28.413179,50.314094 119.670371,10.274776 123.345344,-29.843025 126.052727,-69.504273 133.632671,-70.190345 -66.009246,-17.199058 -27.114572,22.951665 -24.486165,62.852136 -18.995076,76.590206 138.778347,37.008427 151.291670,-3.115802 154.190479,-43.142878 157.357482,-82.176714 -178.910297,-57.072113 -31.549726,-3.821044 3.755841,36.306067 6.630574,75.914929 18.437757,63.546445 176.770283,23.655990 -177.575492,-16.494984 -174.942921,-56.377282 -170.604777,-82.788677 -25.646365,-43.841839 0.549874,9.569455 34.599780,49.614685 38.214170,86.402210 118.413179,50.314094 -150.329629,10.274776 -146.654656,-29.843025 -143.947273,-69.504273 -136.367329,-70.190345 23.990754,-30.544961 31.879050
-55.276748 -121.310826,-15.380191 -117.116490,24.770838 -114.475473,64.644744 -108.541866,74.841330 50.514882,35.193906 61.340331,-4.937437 64.179557,-44.947991 67.451101,-83.721434 98.535023,-42.035991 -89.364338,-1.999273 -86.255344,38.120066 -83.315695,77.653654 -69.517759,61.752187 87.181207,21.836494 92.432953,-18.313490 95.056605,-58.171521 99.656006,-81.182273 -109.921534,-28.731518 -58.096104,11.391313 -55.407784,51.420928 -51.630806,86.134479 56.029435,48.507073 119.812832,8.452816 123.336983,-31.655915 126.080970,-71.274644 134.508271,-68.416551 -65.231952,-15.380191 -27.116490,24.770838 -24.475473,64.644744 -18.541866,74.841330 140.514882,35.193906 151.340331,-4.937437 154.179557,-44.947991 157.451101,-83.721434 -171.464977,-55.276748 -31.310826,-1.999273 3.744656,38.120066 6.684305,77.653654 20.482241,61.752187 177.181207,21.836494 -177.567047,-18.313490 -174.943395,-58.171521 -170.343994,-81.182273 -19.921534,-42.035991 0.635662,11.391313 34.592216,51.420928 38.369194,86.134479 146.029435,48.507073 -150.187168,8.452816 -146.663017,-31.655915 -143.919030,-71.274644 -135.491729,-68.416551 24.768048,-28.731518 31.903896
-53.479665 -121.103341,-13.560771 -117.120515,26.589447 -114.460765,66.434280 -108.007069,73.079968 51.873323,33.378570 61.381431,-6.758806 64.169250,-46.751864 67.558845,-85.090215 110.503890,-40.228980 -89.290145,-0.177322 -86.266772,39.933178 -83.252894,79.369466 -66.780494,59.955534 87.533130,20.016507 92.438058,-20.131368 95.058747,-59.963780 99.957659,-79.513130 -106.015365,-26.917204 -58.076331,13.212965 -55.413838,53.225827 -51.452804,85.156313 76.143446,46.698845 119.936916,6.630732 123.327526,-33.467872 126.115264,-73.038182 135.584004,-66.638083 -64.585673,-13.560771 -27.120515,26.589447 -24.460765,66.434280 -18.007069,73.079968 141.873323,33.378570 151.381431,-6.758806 154.169250,-46.751864 157.558845,-85.090215 -159.496110,-53.479665 -31.103341,-0.177322 3.733228,39.933178 6.747106,79.369466 23.219506,59.955534 177.533130,20.016507 -177.561942,-20.131368 -174.941253,-59.963780 -170.042341,-79.513130 -16.015365,-40.228980 0.709855,13.212965 34.586162,53.225827 38.547196,85.156313 166.143446,46.698845 -150.063084,6.630732 -146.672474,-33.467872 -143.884736,-73.038182 -134.415996,-66.638083 25.414327,-26.917204 31.923669
-51.680988 -120.922810,-11.740846 -117.126359,28.407447 -114.441567,68.220134 -107.370696,71.309524 52.958919,31.562462 61.415764,-8.579858 64.159796,-48.554442 67.682633,-86.093724 130.032188,-38.420851 -89.226253,1.644757 -86.278214,41.745357 -83.179912,81.049369 -62.970681,58.156782 87.836038,18.196078 92.440198,-21.948573 95.063852,-61.753836 100.307982,-77.806850 -103.215461,-25.102060 -58.061105,15.034357 -55.418108,55.029279 -51.248205,83.795001 88.479245,44.889480 120.044897,4.808577 123.317216,-35.278858 126.156314,-74.792710 136.928348,-64.855788 -64.042803,-11.740846 -27.126359,28.407447 -24.441567,68.220134 -17.370696,71.309524 142.958919,31.562462 151.415764,-8.579858 154.159796,-48.554442 157.682633,-86.093724 -139.967812,-51.680988 -30.922810,1.644757 3.721786,41.745357 6.820088,81.049369 27.029319,58.156782 177.836038,18.196078 -177.559802,-21.948573 -174.936148,-61.753836 -169.692018,-77.806850 -13.215461,-38.420851 0.773747,15.034357 34.581892,55.029279 38.751795,83.795001 178.479245,44.889480 -149.955103,4.808577 -146.682784,-35.278858 -143.843686,-74.792710 -133.071652,-64.855788 25.957197,-25.102060 31.938895
-49.880815 -120.765560,-9.920466 -117.133747,30.224793 -114.417355,70.001472 -106.605759,69.532230 53.841600,29.745625 61.444034,-10.400542 64.151439,-50.355661 67.824723,-86.411342 157.286157,-36.611643 -89.171537,3.466910 -86.289443,43.556553 -83.095471,82.668833 -57.402656,56.356162 88.097811,16.375254 92.439720,-23.765062 95.072295,-63.541404 100.716847,-76.076939 -101.128146,-23.286126 -58.049947,16.855441 -55.420306,56.831156 -51.012621,82.249792 96.119124,43.079039 120.138705,2.986404 123.306291,-37.088834 126.204908,-76.534910 138.644098,-63.070283 -63.582916,-9.920466 -27.133747,30.224793 -24.417355,70.001472 -16.605759,69.532230 143.841600,29.745625 151.444034,-10.400542 154.151439,-50.355661 157.824723,-86.411342 -112.713843,-49.880815 -30.765560,3.466910 3.710557,43.556553 6.904529,82.668833 32.597344,56.356162 178.097811,16.375254 -177.560280,-23.765062 -174.927705,-63.541404 -169.283153,-76.076939 -11.128146,-36.611643 0.828463,16.855441 34.579694,56.831156 38.987379,82.249792 -173.880876,43.079039 -149.861295,2.986404 -146.693709,-37.088834 -143.795092,-76.534910 -131.355902,-63.070283 26.417084,-23.286126 31.950053
-48.079231 -120.628537,-8.099680 -117.142417,32.041442 -114.387551,71.777131 -105.674962,67.749604 54.569510,27.928102 61.466869,-12.220806 64.144433,-52.155448 67.987793,-85.881244 -176.977893,-34.801397 -89.125015,5.289083 -86.300228,45.366716 -82.998097,84.177408 -48.777548,54.553856 88.324746,14.554084 92.436947,-25.580792 95.084482,-65.326113 101.196945,-74.331076 -99.523002,-21.469444 -58.042423,18.676165 -55.420126,58.631303 -50.740670,80.610946 101.130129,41.267578 120.219989,1.164265 123.294984,-38.897761 126.261942,-78.259507 140.892040,-61.282027 -63.190590,-8.099680 -27.142417,32.041442 -24.387551,71.777131 -15.674962,67.749604 144.569510,27.928102 151.466869,-12.220806 154.144433,-52.155448 157.987793,-85.881244 -86.977893,-48.079231 -30.628537,5.289083 3.699772,45.366716 7.001903,84.177408 41.222452,54.553856 178.324746,14.554084 -177.563053,-25.580792 -174.915518,-65.326113 -168.803055,-74.331076 -9.523002,-34.801397 0.874985,18.676165 34.579874,58.631303 39.259330,80.610946 -168.869871,41.267578 -149.780011,1.164265 -146.705016,-38.897761 -143.738058,-78.259507 -129.107960,-61.282027 26.809410,-21.469444 31.957577
