-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
19.917105 -95.128788,52.635875 -91.727103,84.196731 -58.423959,61.743304 76.885877,29.117786 81.574508,-3.729430 83.805697,-36.504997 86.226513,-68.916572 92.913313,-77.790915 -113.238981,-45.645344 -100.097670,-12.939940 -97.251843,30.852486 -64.285721,63.456273 -59.231558,82.761506 84.054332,50.912417 109.153789,18.179208 112.394523,-14.677041 114.511113,-47.366979 117.469644,-79.420749 133.147958,-67.220004 -74.997788,-34.776800 -68.918593,-1.990260 -66.552607,41.762143 -33.224866,74.161818 -23.684687,72.476854 132.140740,40.032165 140.558642,7.226467 143.117358,-25.605452 145.290518,-58.180393 149.360184,-86.317760 -112.931375,-56.467561 -41.846479,-23.872081 -38.014970,8.965900 -35.862316,52.635875 -1.727103,84.196731 31.576041,61.743304 166.885877,29.117786 171.574508,-3.729430 173.805697,-36.504997 176.226513,-68.916572 -177.086687,-77.790915 -23.238981,-45.645344 -10.097670,-12.939940 -7.251843,19.917105 -5.128788,63.456273 30.768442,82.761506 174.054332,50.912417 -160.846211,18.179208 -157.605477,-14.677041 -155.488887,-47.366979 -152.530356,-79.420749 -136.852042,-67.220004 15.002212,-34.776800 21.081407,-1.990260 23.447393,30.852486 25.714279,74.161818 66.315313,72.476854 -137.859260,40.032165 -129.441358,7.226467 -126.882642,-25.605452 -124.709482,-58.180393 -120.639816,-86.317760 -22.931375,-56.467561 48.153521,-23.872081 51.985030,8.965900 54.137684,41.762143 56.775134
21.737117 -95.123854,54.439813 -91.531641,85.478309 -44.246719,59.946640 77.237534,27.300036 81.595601,-5.550981 83.794955,-38.314267 86.280719,-70.688855 93.733826,-76.060827 -111.157014,-43.840704 -99.998800,-11.119855 -97.258243,32.668884 -64.253837,65.247903 -58.752763,81.146806 89.758233,49.105813 109.302907,16.358381 112.394022,-16.496128 114.508346,-49.169101 117.599403,-81.092428 136.979233,-65.438883 -74.423652,-32.965541 -68.879491,-0.168308 -66.564036,43.573331 -33.140313,75.916027 -22.109855,70.703865 133.150556,38.219102 140.621969,5.404329 143.107300,-27.420370 145.306955,-59.972641 149.662058,-85.541460 -89.928800,-54.671602 -41.618717,-22.055636 -38.006319,10.787816 -35.870323,54.439813 -1.531641,85.478309 45.753281,59.946640 167.237534,27.300036 171.595601,-5.550981 173.794955,-38.314267 176.280719,-70.688855 -176.266174,-76.060827 -21.157014,-43.840704 -9.998800,-11.119855 -7.258243,21.737117 -5.123854,65.247903 31.247237,81.146806 179.758233,49.105813 -160.697093,16.358381 -157.605978,-16.496128 -155.491654,-49.169101 -152.400597,-81.092428 -133.020767,-65.438883 15.576348,-32.965541 21.120509,-0.168308 23.435964,32.668884 25.746163,75.916027 67.890145,70.703865 -136.849444,38.219102 -129.378031,5.404329 -126.892700,-27.420370 -124.693045,-59.972641 -120.337942,-85.541460 0.071200,-54.671602 48.381283,-22.055636 51.993681,10.787816 54.129677,43.573331 56.859687
23.556641 -95.115602,56.242221 -91.306727,86.293947 -21.639016,58.147879 77.540221,25.481660 81.612005,-7.372249 83.784909,-40.122461 86.344041,-72.454857 94.736921,-74.314841 -109.555573,-42.034855 -99.913020,-9.299331 -97.266097,34.484527 -64.215471,67.036276 -58.186280,79.469624 93.648515,47.297977 109.432808,14.537208 112.391229,-18.314633 114.507873,-50.969841 117.748326,-82.703268 142.577700,-63.654370 -73.938540,-31.153321 -68.846942,1.653771 -66.575477,45.383484 -33.042811,77.654741 -20.065018,68.924608 133.975852,36.405151 140.676169,3.582156 143.096550,-29.234446 145.328079,-61.762686 150.012644,-84.284650 -75.380364,-52.873970 -41.420766,-20.238471 -38.001027,12.609541 -35.876907,56.242221 -1.306727,86.293947 68.360984,58.147879 167.540221,25.481660 171.612005,-7.372249 173.784909,-40.122461 176.344041,-72.454857 -175.263079,-74.314841 -19.555573,-42.034855 -9.913020,-9.299331 -7.266097,23.556641 -5.115602,67.036276 31.813720,79.469624 -176.351485,47.297977 -160.567192,14.537208 -157.608771,-18.314633 -155.492127,-50.969841 -152.251674,-82.703268 -127.422300,-63.654370 16.061460,-31.153321 21.153058,1.653771 23.424523,34.484527 25.784529,77.654741 69.934982,68.924608 -136.024148,36.405151 -129.323831,3.582156 -126.903450,-29.234446 -124.671921,-61.762686 -119.987356,-84.284650 14.619636,-52.873970 48.579234,-20.238471 51.998973,12.609541 54.123093,45.383484 56.957189
25.375632 -95.103625,58.042952 -91.047330,86.319681 6.569709,56.347250 77.801807,23.662702 81.624213,-9.193183 83.775797,-41.929539 86.417593,-74.212669 95.982938,-72.557583 -108.292990,-40.227844 -99.838833,-7.478418 -97.275147,36.299372 -64.169866,68.820716 -57.510044,77.755492 96.436380,45.488981 109.545895,12.715740 112.386444,-20.132511 114.510017,-52.769120 117.919256,-84.202570 151.245545,-61.866971 -73.525580,-29.340179 -68.820264,3.475924 -66.586705,47.192545 -32.930639,79.370535 -17.327219,67.140424 134.659318,34.590354 140.722222,1.760000 143.085343,-31.047641 145.354434,-63.550241 150.421828,-82.794435 -66.472497,-51.074778 -41.248454,-18.420632 -37.998720,14.431025 -35.881799,58.042952 -1.047330,86.319681 96.569709,56.347250 167.801807,23.662702 171.624213,-9.193183 173.775797,-41.929539 176.417593,-74.212669 -174.017062,-72.557583 -18.292990,-40.227844 -9.838833,-7.478418 -7.275147,25.375632 -5.103625,68.820716 32.489956,77.755492 -173.563620,45.488981 -160.454105,12.715740 -157.613556,-20.132511 -155.489983,-52.769120 -152.080744,-84.202570 -118.754455,-61.866971 16.474420,-29.340179 21.179736,3.475924 23.413295,36.299372 25.830134,79.370535 72.672781,67.140424 -135.340682,34.590354 -129.277778,1.760000 -126.914657,-31.047641 -124.645566,-63.550241 -119.578172,-82.794435 23.527503,-51.074778 48.751546,-18.420632 52.001280,14.431025 54.118201,47.192545 57.069361
27.194043 -95.087478,59.841829 -90.747237,85.541812 29.689593,54.544936 78.028584,21.843208 81.632671,-11.013731 83.767867,-43.735457 86.502658,-75.959418 97.561351,-70.791999 -107.277609,-38.419713 -99.774948,-5.657168 -97.285146,38.113374 -64.116166,70.600292 -56.694047,76.017873 98.514412,43.678891 109.644202,10.894027 112.379951,-21.949716 114.515124,-54.566846 118.115605,-85.478219 165.376258,-60.077063 -73.171873,-27.526153 -68.798850,5.298098 -66.597487,49.000450 -32.801780,81.050410 -13.516560,65.352259 135.231531,32.774756 140.760988,-0.062085 143.073907,-32.859916 145.386623,-65.334934 150.902315,-81.188336 -60.738990,-49.274122 -41.098331,-16.602162 -37.999049,16.252217 -35.884717,59.841829 -0.747237,85.541812 119.689593,54.544936 168.028584,21.843208 171.632671,-11.013731 173.767867,-43.735457 176.502658,-75.959418 -172.438649,-70.791999 -17.277609,-38.419713 -9.774948,-5.657168 -7.285146,27.194043 -5.087478,70.600292 33.305953,76.017873 -171.485588,43.678891 -160.355798,10.894027 -157.620049,-21.949716 -155.484876,-54.566846 -151.884395,-85.478219 -104.623742,-60.077063 16.828127,-27.526153 21.201150,5.298098 23.402513,38.113374 25.883834,81.050410 76.483440,65.352259 -134.768469,32.774756 -129.239012,-0.062085 -126.926093,-32.859916 -124.613377,-65.334934 -119.097685,-81.188336 29.261010,-49.274122 48.901669,-16.602162 52.000951,16.252217 54.115283,49.000450 57.198220
29.011830 -95.066674,61.638622 -90.398685,84.279207 44.287693,52.741084 78.225642,20.023223 81.637787,-12.833843 83.761374,-45.540169 86.600719,-77.690604 99.610109,-69.020042 -106.447747,-36.610505 -99.720238,-3.835632 -97.295853,39.926490 -64.053401,72.373692 -55.696451,74.264423 100.112250,41.867762 109.729468,9.072121 112.372020,-23.766204 114.523569,-56.362906 118.341500,-86.291925 -172.129627,-58.284936 -72.867391,-25.711283 -68.782154,7.120239 -66.607592,50.807128 -32.653856,82.669824 -7.947109,63.560803 135.714940,30.958401 140.793231,-1.884045 143.062472,-34.671232 145.425323,-67.116270 151.470708,-79.519368 -56.827687,-47.472079 -40.967524,-14.783108 -38.001692,18.073066 -35.885360,61.638622 -0.398685,84.279207 134.287693,52.741084 168.225642,20.023223 171.637787,-12.833843 173.761374,-45.540169 176.600719,-77.690604 -170.389891,-69.020042 -16.447747,-36.610505 -9.720238,-3.835632 -7.295853,29.011830 -5.066674,72.373692 34.303549,74.264423 -169.887750,41.867762 -160.270532,9.072121 -157.627980,-23.766204 -155.476431,-56.362906 -151.658500,-86.291925 -82.129627,-58.284936 17.132609,-25.711283 21.217846,7.120239 23.392408,39.926490 25.946599,82.669824 82.052891,63.560803 -134.285060,30.958401 -129.206769,-1.884045 -126.937528,-34.671232 -124.574677,-67.116270 -118.529292,-79.519368 33.172313,-47.472079 49.032476,-14.783108 51.998308,18.073066 54.114640,50.807128 57.346144
30.828949 -95.040670,63.433042 -89.991839,82.781830 53.209025,50.935814 78.397144,18.202795 81.639938,-14.653471 83.756588,-47.343623 86.713503,-79.398818 102.351889,-67.243054 -105.760477,-34.800259 -99.673720,-2.013863 -97.307035,41.738672 -63.980458,74.139011 -54.457252,72.499774 101.371628,40.055648 109.803182,7.250073 112.362907,-25.581933 114.535759,-58.157160 118.601982,-86.323120 -144.037812,-56.490816 -72.604222,-23.895609 -68.769681,8.942295 -66.616779,52.612495 -32.484036,84.178303 0.680536,61.766566 136.126383,29.141331 140.819627,-3.705829 143.051265,-36.481550 145.471291,-68.893577 152.149106,-77.813195 -54.024559,-45.668716 -40.853619,-12.963517 -38.006345,19.893523 -35.883407,63.433042 0.008161,82.781830 143.209025,50.935814 168.397144,18.202795 171.639938,-14.653471 173.756588,-47.343623 176.713503,-79.398818 -167.648111,-67.243054 -15.760477,-34.800259 -9.673720,-2.013863 -7.307035,30.828949 -5.040670,74.139011 35.542748,72.499774 -168.628372,40.055648 -160.196818,7.250073 -157.637093,-25.581933 -155.464241,-58.157160 -151.398018,-86.323120 -54.037812,-56.490816 17.395778,-23.895609 21.230319,8.942295 23.383221,41.738672 26.019542,84.178303 90.680536,61.766566 -133.873617,29.141331 -129.180373,-3.705829 -126.948735,-36.481550 -124.528709,-68.893577 -117.850894,-77.813195 35.975441,-45.668716 49.146381,-12.963517 51.993655,19.893523 54.116593,52.612495 57.515964
32.645357 -95.008865,65.224712 -89.514061,81.168200 58.943399,49.129226 78.546529,16.381973 81.639469,-16.472564 83.753792,-49.145763 86.843030,-81.071088 106.165689,-65.461981 -105.185055,-32.989013 -99.634529,-0.191913 -97.318462,43.549873 -63.896063,75.893388 -52.887470,70.726878 102.384187,38.242597 109.866634,5.427936 112.352860,-27.396862 114.552138,-59.949435 118.903280,-85.555300 -120.923417,-54.694880 -72.376042,-22.079173 -68.760983,10.764213 -66.624803,54.416452 -32.288927,85.463987 14.765842,59.969931 136.478736,27.323590 140.840784,-5.527383 143.040516,-38.290834 145.525386,-70.665931 152.967561,-76.083355 -51.935110,-43.864092 -40.754569,-11.143438 -38.012725,21.713541 -35.878513,65.224712 0.485939,81.168200 148.943399,49.129226 168.546529,16.381973 171.639469,-16.472564 173.753792,-49.145763 176.843030,-81.071088 -163.834311,-65.461981 -15.185055,-32.989013 -9.634529,-0.191913 -7.318462,32.645357 -5.008865,75.893388 37.112530,70.726878 -167.615813,38.242597 -160.133366,5.427936 -157.647140,-27.396862 -155.447862,-59.949435 -151.096720,-85.555300 -30.923417,-54.694880 17.623958,-22.079173 21.239017,10.764213 23.375197,43.549873 26.103937,85.463987 104.765842,59.969931 -133.521264,27.323590 -129.159216,-5.527383 -126.959484,-38.290834 -124.474614,-70.665931 -117.032439,-76.083355 38.064890,-43.864092 49.245431,-11.143438 51.987275,21.713541 54.121487,54.416452 57.711073
34.461010 -94.970588,67.013131 -88.948840,79.491627 62.851689,47.321406 78.676663,14.560804 81.636703,-18.291077 83.753288,-50.946520 86.991687,-82.682959 111.734733,-63.677509 -104.698907,-31.176805 -99.601899,1.630165 -97.329905,45.360039 -63.798739,77.632341 -50.849908,68.947693 103.211568,36.428657 109.920946,3.605763 112.342118,-29.210949 114.573198,-61.739510 119.253176,-84.302789 -106.280589,-52.897269 -72.177734,-20.262018 -68.755651,12.585942 -66.631407,56.218880 -32.064424,86.287848 37.258689,58.171195 136.782003,25.505222 140.857245,-7.348656 143.030459,-40.099042 145.588582,-72.432025 153.967953,-74.337541 -50.328488,-42.058258 -40.668629,-9.322919 -38.020562,23.533072 -35.870307,67.013131 1.051160,79.491627 152.851689,47.321406 168.676663,14.560804 171.636703,-18.291077 173.753288,-50.946520 176.991687,-82.682959 -158.265267,-63.677509 -14.698907,-31.176805 -9.601899,1.630165 -7.329905,34.461010 -4.970588,77.632341 39.150092,68.947693 -166.788432,36.428657 -160.079054,3.605763 -157.657882,-29.210949 -155.426802,-61.739510 -150.746824,-84.302789 -16.280589,-52.897269 17.822266,-20.262018 21.244349,12.585942 23.368593,45.360039 26.201261,86.287848 127.258689,58.171195 -133.217997,25.505222 -129.142755,-7.348656 -126.969541,-40.099042 -124.411418,-72.432025 -116.032047,-74.337541 39.671512,-42.058258 49.331371,-9.322919 51.979438,23.533072 54.129693,56.218880 57.935576
36.275865 -94.925082,68.797627 -88.274199,77.777871 65.650854,45.512425 78.789953,12.739339 81.631942,-20.108963 83.755396,-52.745819 87.162312,-84.184230 120.350347,-61.890144 -104.285102,-29.363675 -99.575150,3.452317 -97.341137,47.169115 -63.686769,79.348499 -48.123063,67.163566 103.896656,34.613871 109.967098,1.783607 112.330915,-31.024156 114.599482,-63.527100 119.661527,-82.814644 -97.318258,-51.098097 -72.005112,-18.444187 -68.753307,14.407429 -66.636323,58.019635 -31.805511,86.325014 65.461423,56.370589 137.044078,23.686271 140.869504,-9.169594 143.021333,-41.906135 145.661994,-74.189959 155.210330,-72.580408 -49.062182,-40.251261 -40.594301,-7.502011 -38.029598,25.352069 -35.858380,68.797627 1.725801,77.777871 155.650854,45.512425 168.789953,12.739339 171.631942,-20.108963 173.755396,-52.745819 177.162312,-84.184230 -149.649653,-61.890144 -14.285102,-29.363675 -9.575150,3.452317 -7.341137,36.275865 -4.925082,79.348499 41.876937,67.163566 -166.103344,34.613871 -160.032902,1.783607 -157.669085,-31.024156 -155.400518,-63.527100 -150.338473,-82.814644 -7.318258,-51.098097 17.994888,-18.444187 21.246693,14.407429 23.363677,47.169115 26.313231,86.325014 155.461423,56.370589 -132.955922,23.686271 -129.130496,-9.169594 -126.978667,-41.906135 -124.338006,-74.189959 -114.789670,-72.580408 40.937818,-40.251261 49.405699,-7.502011 51.970402,25.352069 54.141620,58.019635 58.194489
38.089878 -94.871493,70.577273 -87.460248,76.040499 67.736365,43.702348 78.888441,10.917629 81.625470,-21.926177 83.760463,-54.543566 87.358307,-85.463956 134.389803,-60.100266 -103.930696,-27.549660 -99.553671,5.274491 -97.351926,48.977036 -63.558141,81.028961 -44.329791,65.375448 104.470152,32.798283 110.005954,-0.038479 112.319481,-32.836443 114.631591,-65.311833 120.140994,-81.209622 -91.554145,-49.297459 -71.854722,-16.625725 -68.753605,16.228624 -66.639268,59.818536 -31.505991,85.555708 88.693923,54.568296 137.271271,21.866783 140.878008,-10.990148 143.013386,-43.712068 145.746901,-75.936875 156.783687,-70.814917 -48.044043,-38.443145 -40.530289,-5.680765 -38.039586,27.170488 -35.842291,70.577273 2.539752,76.040499 157.736365,43.702348 168.888441,10.917629 171.625470,-21.926177 173.760463,-54.543566 177.358307,-85.463956 -135.610197,-60.100266 -13.930696,-27.549660 -9.553671,5.274491 -7.351926,38.089878 -4.871493,81.028961 45.670209,65.375448 -165.529848,32.798283 -159.994046,-0.038479 -157.680519,-32.836443 -155.368409,-65.311833 -149.859006,-81.209622 -1.554145,-49.297459 18.145278,-16.625725 21.246395,16.228624 23.360732,48.977036 26.441859,85.555708 178.693923,54.568296 -132.728729,21.866783 -129.121992,-10.990148 -126.986614,-43.712068 -124.253099,-75.936875 -113.216313,-70.814917 41.955957,-38.443145 49.469711,-5.680765 51.960414,27.170488 54.157709,59.818536 58.494009
39.903006 -94.808851,72.350764 -86.465341,74.287219 69.339379,41.891232 78.973865,9.095725 81.617556,-23.742675 83.768862,-56.339648 87.583789,-86.285807 156.769917,-58.308167 -103.625631,-25.734800 -99.536917,7.096633 -97.362041,50.783730 -63.410480,82.649400 -38.789632,63.584031 104.954593,30.981937 110.038277,-1.860442 112.308044,-34.647771 114.670202,-67.093216 120.708121,-79.541266 -87.624744,-47.495434 -71.723681,-14.806678 -68.756219,18.049478 -66.639942,61.615358 -31.158125,84.297434 103.387131,52.764463 137.468685,20.046805 140.883166,-12.810266 143.006873,-45.516796 145.844784,-77.668302 158.825167,-69.043033 -47.212084,-36.633951 -40.475467,-3.859232 -38.050286,28.988284 -35.821550,72.350764 3.534659,74.287219 159.339379,41.891232 168.973865,9.095725 171.617556,-23.742675 173.768862,-56.339648 177.583789,-86.285807 -113.230083,-58.308167 -13.625631,-25.734800 -9.536917,7.096633 -7.362041,39.903006 -4.808851,82.649400 51.210368,63.584031 -165.045407,30.981937 -159.961723,-1.860442 -157.691956,-34.647771 -155.329798,-67.093216 -149.291879,-79.541266 2.375256,-47.495434 18.276319,-14.806678 21.243781,18.049478 23.360058,50.783730 26.589520,84.297434 -166.612869,52.764463 -132.531315,20.046805 -129.116834,-12.810266 -126.993127,-45.516796 -124.155216,-77.668302 -111.174833,-69.043033 42.787916,-36.633951 49.524533,-3.859232 51.949714,28.988284 54.178450,61.615358 58.841875
41.715201 -94.736049,74.116203 -85.229762,72.522694 70.602475,40.079131 79.047720,7.273679 81.608457,-25.558415 83.781000,-58.133927 87.843786,-86.328340 -175.145266,-56.514072 -103.361971,-23.919137 -99.524393,8.918690 -97.371242,52.589115 -63.240964,84.159839 -30.214070,61.789827 105.366880,29.164876 110.064745,-3.682229 112.296832,-36.458104 114.716070,-68.870580 121.384922,-77.835472 -84.810255,-45.692087 -71.609570,-12.987094 -68.760848,19.869941 -66.638025,63.409811 -30.752107,82.802135 112.363200,50.959211 137.640495,18.226382 140.885353,-14.629900 143.002063,-47.320267 145.957364,-79.376880 161.555995,-67.266103 -46.523185,-34.823718 -40.428849,-2.037466 -38.061463,30.805412 -35.795617,74.116203 4.770238,72.522694 160.602475,40.079131 169.047720,7.273679 171.608457,-25.558415 173.781000,-58.133927 177.843786,-86.328340 -85.145266,-56.514072 -13.361971,-23.919137 -9.524393,8.918690 -7.371242,41.715201 -4.736049,84.159839 59.785930,61.789827 -164.633120,29.164876 -159.935255,-3.682229 -157.703168,-36.458104 -155.283930,-68.870580 -148.615078,-77.835472 5.189745,-45.692087 18.390430,-12.987094 21.239152,19.869941 23.361975,52.589115 26.759036,82.802135 -157.636800,50.959211 -132.359505,18.226382 -129.114647,-14.629900 -126.997937,-47.320267 -124.042636,-79.376880 -108.444005,-67.266103 43.476815,-34.823718 49.571151,-2.037466 51.938537,30.805412 54.204383,63.409811 59.247893
43.526414 -94.651811,75.870746 -83.665007,70.749891 71.617787,38.266092 79.111298,5.451543 81.598420,-27.373354 83.797322,-59.926229 88.144509,-85.569061 -151.919535,-54.718158 -103.133372,-22.102711 -99.515649,10.740610 -97.379282,54.393090 -63.046208,85.449589 -16.220120,59.993221 105.719929,27.347144 110.085966,-5.503786 112.286076,-38.267401 114.770054,-70.643006 122.201325,-76.105880 -82.713286,-43.887479 -71.510340,-11.167020 -68.767208,21.689965 -66.633172,65.201519 -30.275344,81.189583 118.128268,49.152639 137.790147,16.405565 140.884916,-16.449001 142.999240,-49.122424 146.086660,-81.049737 165.352431,-65.485079 -45.946472,-33.012484 -40.389569,-0.215518 -38.072888,32.621829 -35.763892,75.870746 6.334993,70.749891 161.617787,38.266092 169.111298,5.451543 171.598420,-27.373354 173.797322,-59.926229 178.144509,-85.569061 -61.919535,-54.718158 -13.133372,-22.102711 -9.515649,10.740610 -7.379282,43.526414 -4.651811,85.449589 73.779880,59.993221 -164.280071,27.347144 -159.914034,-5.503786 -157.713924,-38.267401 -155.229946,-70.643006 -147.798675,-76.105880 7.286714,-43.887479 18.489660,-11.167020 21.232792,21.689965 23.366828,54.393090 26.953792,81.189583 -151.871732,49.152639 -132.209853,16.405565 -129.115084,-16.449001 -127.000760,-49.122424 -123.913340,-81.049737 -104.647569,-65.485079 44.053528,-33.012484 49.610431,-0.215518 51.927112,32.621829 54.236108,65.201519 59.724656
45.336594 -94.554664,77.609938 -81.634684,68.970777 72.447262,36.452162 79.165722,3.629370 81.587686,-29.187453 83.818318,-61.716334 88.493718,-84.320890 -137.181751,-52.920568 -102.934706,-20.285564 -99.510275,12.562342 -97.385906,56.195539 -62.822116,86.281611 6.157552,58.194511 106.023777,25.528783 110.102485,-7.325062 112.276009,-40.075623 114.833126,-72.409192 123.199025,-74.360239 -81.101459,-42.081661 -71.424240,-9.346507 -68.775028,23.509502 -66.625011,66.989984 -29.711383,79.513624 122.054681,47.344834 137.920514,14.584400 140.882178,-18.267522 142.998704,-50.923200 146.235052,-82.662632 170.892261,-63.700647 -45.459286,-31.200289 -40.356858,1.606559 -38.084333,34.437492 -35.725703,77.609938 8.365316,68.970777 162.447262,36.452162 169.165722,3.629370 171.587686,-29.187453 173.818318,-61.716334 178.493718,-84.320890 -47.181751,-52.920568 -12.934706,-20.285564 -9.510275,12.562342 -7.385906,45.336594 -4.554664,86.281611 96.157552,58.194511 -163.976223,25.528783 -159.897515,-7.325062 -157.723991,-40.075623 -155.166874,-72.409192 -146.800975,-74.360239 8.898541,-42.081661 18.575760,-9.346507 21.224972,23.509502 23.374989,56.195539 27.177884,79.513624 -147.945319,47.344834 -132.079486,14.584400 -129.117822,-18.267522 -127.001296,-50.923200 -123.764948,-82.662632 -99.107739,-63.700647 44.540714,-31.200289 49.643142,1.606559 51.915667,34.437492 54.274297,66.989984 60.288617
47.145685 -94.442896,79.326458 -78.918733,67.186707 73.133975,34.637387 79.211974,1.807213 81.576487,-31.000671 83.844530,-63.503958 88.901237,-82.834834 -128.164539,-51.121416 -102.761775,-18.467742 -99.507895,14.383832 -97.390846,57.996316 -62.563685,86.330206 34.352118,56.393927 106.286343,23.709840 110.114795,-9.146005 112.266869,-41.882730 114.906398,-74.167247 124.437776,-72.603231 -79.831416,-40.274679 -71.349771,-7.525604 -68.784050,25.328507 -66.613136,68.774536 -29.038329,77.800245 124.865211,45.535868 138.034009,12.762939 140.877441,-20.085416 143.000776,-52.722518 146.405373,-84.165855 179.456042,-61.913317 -45.044633,-29.387170 -40.330036,3.428710 -38.095568,36.252358 -35.680296,79.326458 11.081267,67.186707 163.133975,34.637387 169.211974,1.807213 171.576487,-31.000671 173.844530,-63.503958 178.901237,-82.834834 -38.164539,-51.121416 -12.761775,-18.467742 -9.507895,14.383832 -7.390846,47.145685 -4.442896,86.330206 124.352118,56.393927 -163.713657,23.709840 -159.885205,-9.146005 -157.733131,-41.882730 -155.093602,-74.167247 -145.562224,-72.603231 10.168584,-40.274679 18.650229,-7.525604 21.215950,25.328507 23.386864,57.996316 27.436315,77.800245 -145.134789,45.535868 -131.965991,12.762939 -129.122559,-20.085416 -126.999224,-52.722518 -123.594627,-84.165855 -90.543958,-61.913317 44.955367,-29.387170 49.669964,3.428710 51.904432,36.252358 54.319704,68.774536 60.961671
48.953621 -94.314498,81.007503 -75.142736,65.398636 73.708758,32.821810 79.250919,-0.014874 81.565054,-32.812970 83.876560,-65.288731 89.379688,-81.230896 -122.369600,-49.320796 -102.611116,-16.649288 -99.508160,16.205032 -97.393819,59.795243 -62.264737,85.569524 57.696738,54.591655 106.513953,21.890359 110.123345,-10.966564 112.258905,-43.688679 114.991147,-75.914330 126.006101,-70.837834 -78.810508,-38.466577 -71.285633,-5.704362 -68.794027,27.146934 -66.597103,70.554253 -28.226420,76.063121 126.958238,43.725805 138.132677,10.941232 140.870989,-21.902639 143.005802,-54.520286 146.601014,-85.449619 -166.595188,-60.123470 -44.689528,-27.573167 -40.308493,5.250884 -38.106366,38.066383 -35.626818,81.007503 14.857264,65.398636 163.708758,32.821810 169.250919,-0.014874 171.565054,-32.812970 173.876560,-65.288731 179.379688,-81.230896 -32.369600,-49.320796 -12.611116,-16.649288 -9.508160,16.205032 -7.393819,48.953621 -4.314498,85.569524 147.696738,54.591655 -163.486047,21.890359 -159.876655,-10.966564 -157.741095,-43.688679 -155.008853,-75.914330 -143.993899,-70.837834 11.189492,-38.466577 18.714367,-5.704362 21.205973,27.146934 23.402897,59.795243 27.735263,76.063121 -143.041762,43.725805 -131.867323,10.941232 -129.129011,-21.902639 -126.994198,-54.520286 -123.398986,-85.449619 -76.595188,-60.123470 45.310472,-27.573167 49.691507,5.250884 51.893634,38.066383 54.373182,70.554253 61.773580
50.760332 -94.167102,82.628959 -69.631662,63.607259 74.194235,31.005473 79.283322,-1.836839 81.553616,-34.624311 83.915082,-67.070161 89.945552,-79.563159 -118.421983,-47.518788 -102.479841,-14.830248 -99.510747,18.025890 -97.394524,61.592094 -61.917555,84.315622 72.485626,52.787841 106.711724,20.070386 110.128544,-12.786689 112.252372,-45.493423 115.088851,-77.645997 128.040338,-69.066024 -77.976445,-36.657397 -71.230698,-3.882833 -68.804719,28.964738 -66.576426,72.327834 -27.234190,74.310013 128.566452,41.914702 138.218260,9.119330 140.863091,-23.719147 143.014155,-56.316390 146.826084,-86.279552 -144.329386,-58.331398 -44.383878,-25.758318 -40.291681,7.073027 -38.116491,39.879522 -35.564300,82.628959 20.368338,63.607259 164.194235,31.005473 169.283322,-1.836839 171.553616,-34.624311 173.915082,-67.070161 179.945552,-79.563159 -28.421983,-47.518788 -12.479841,-14.830248 -9.510747,18.025890 -7.394524,50.760332 -4.167102,84.315622 162.485626,52.787841 -163.288276,20.070386 -159.871456,-12.786689 -157.747628,-45.493423 -154.911149,-77.645997 -141.959662,-69.066024 12.023555,-36.657397 18.769302,-3.882833 21.195281,28.964738 23.423574,61.592094 28.082445,74.310013 -141.433548,41.914702 -131.781740,9.119330 -129.136909,-23.719147 -126.985845,-56.316390 -123.173916,-86.279552 -54.329386,-58.331398 45.616122,-25.758318 49.708319,7.073027 51.883509,39.879522 54.435700,72.327834 62.765810
