-0.121097 -95.055183,71.724889 -84.124373,35.990539 82.347443,-36.185226 87.576043,-71.797342 -106.018114,23.972333 -63.453144,83.037005 84.129195,11.930439 114.194819,-60.019052 121.179640,-48.132352 -69.051465,47.972066 -31.066285,59.900058 138.755107,-12.167161 145.725464,-83.058381 175.882403,-24.192933 -36.658643,71.724889 5.875627,35.990539 172.347443,-36.185226 177.576043,-71.797342 -16.018114,-0.121097 -5.055183,83.037005 174.129195,11.930439 -155.805181,-60.019052 -148.820360,-48.132352 20.948535,23.972333 26.546856,59.900058 -131.244893,-12.167161 -124.274536,-83.058381 -94.117597,-24.192933 53.341357,47.972066 58.933715
-43.314427 72.899366,-64.793929 -118.123116,7.064470 -110.038731,78.626287 -92.358278,28.828754 67.543102,-67.061805 108.020374,-41.015459 -83.603091,31.141395 -78.316151,76.424716 84.497039,4.745396 99.219299,-86.240811 -122.738353,-17.026279 -51.581105,55.091784 -45.338130,52.796315 124.788573,-19.340380 130.775474,-64.793929 -28.123116,7.064470 -20.038731,78.626287 -2.358278,28.828754 157.543102,-43.314427 162.899366,-41.015459 6.396909,31.141395 11.683849,76.424716 174.497039,4.745396 -170.780701,-67.061805 -161.979626,-17.026279 38.418895,55.091784 44.661870,52.796315 -145.211427,-19.340380 -139.224526,-86.240811 -32.738353
-45.119425 72.994252,-63.008322 -117.665806,8.886530 -110.047950,80.323954 -89.076682,27.010902 67.563414,-68.839247 108.695007,-39.207811 -83.534863,32.957676 -78.283284,74.674461 86.191749,2.923223 99.208358,-85.365396 -101.137509,-15.207357 -51.583236,56.893603 -45.101381,50.991087 124.960803,-21.157884 130.779245,-63.008322 -27.665806,8.886530 -20.047950,80.323954 0.923318,27.010902 157.563414,-45.119425 162.994252,-39.207811 6.465137,32.957676 11.716716,74.674461 176.191749,2.923223 -170.791642,-68.839247 -161.304993,-15.207357 38.416764,56.893603 44.898619,50.991087 -145.039197,-21.157884 -139.220755,-85.365396 -11.137509
-46.923177 73.103434,-61.219977 -117.275592,10.708453 -110.056013,81.973901 -84.387651,25.192431 67.579119,-70.611770 109.508627,-37.399068 -83.476284,34.773195 -78.243819,72.912113 87.520435,1.101087 99.197041,-84.059062 -87.701240,-13.387887 -51.587446,58.693687 -44.828057,49.184538 125.110820,-22.974690 130.786188,-61.219977 -27.275592,10.708453 -20.056013,81.973901 5.612349,25.192431 157.579119,-46.923177 163.103434,-37.399068 6.523716,34.773195 11.756181,72.912113 177.520435,1.101087 -170.802959,-70.611770 -160.491373,-13.387887 38.412554,58.693687 45.171943,49.184538 -144.889180,-22.974690 -139.213812,-84.059062 2.298760
-48.725629 73.228858,-59.429237 -116.940718,12.530188 -110.062664,83.539664 -77.311284,23.373385 67.590702,-72.378080 110.502673,-35.589269 -83.426309,36.587908 -78.196987,71.140936 88.584165,-0.720959 99.185579,-82.544901 -79.429207,-11.567917 -51.593449,60.491839 -44.511433,47.376754 125.241505,-24.790755 130.796693,-59.429237 -26.940718,12.530188 -20.062664,83.539664 12.688716,23.373385 157.590702,-48.725629 163.228858,-35.589269 6.573691,36.587908 11.803013,71.140936 178.584165,-0.720959 -170.814421,-72.378080 -159.497327,-11.567917 38.406551,60.491839 45.488567,47.376754 -144.758495,-24.790755 -139.203307,-82.544901 10.570793
-50.526715 73.372818,-57.636366 -116.651997,14.351683 -110.067636,84.942637 -65.984546,21.553809 67.598602,-74.136300 111.736508,-33.778454 -83.384025,38.401773 -78.141914,69.363079 89.450338,-2.542862 99.174200,-80.926249 -74.054088,-9.747496 -51.600969,62.287812 -44.143063,45.567808 125.355279,-26.606038 130.811189,-57.636366 -26.651997,14.351683 -20.067636,84.942637 24.015454,21.553809 157.598602,-50.526715 163.372818,-33.778454 6.615975,38.401773 11.858086,69.363079 179.450338,-2.542862 -170.825800,-74.136300 -158.263492,-9.747496 38.399031,62.287812 45.856937,45.567808 -144.644721,-26.606038 -139.188811,-80.926249 15.945912
-52.326362 73.538039,-55.841571 -116.402141,16.172889 -110.070646,86.007541 -47.395890,19.733751 67.603223,-75.883610 113.298013,-31.966661 -83.348624,40.214743 -78.077608,67.580007 90.165494,-4.364569 99.163132,-79.250076 -70.355809,-7.926674 -51.609748,64.081287 -43.712201,43.757764 125.454193,-28.420497 130.830146,-55.841571 -26.402141,16.172889 -20.070646,86.007541 42.604110,19.733751 157.603223,-52.326362 163.538039,-31.966661 6.651376,40.214743 11.922392,67.580007 -179.834506,-4.364569 -170.836868,-75.883610 -156.701987,-7.926674 38.390252,64.081287 46.287799,43.757764 -144.545807,-28.420497 -139.169854,-79.250076 19.644191
-54.124480 73.727779,-54.045015 -116.185300,17.993753 -110.071394,86.419005 -20.596519,17.913257 67.604934,-77.615600 115.322440,-30.153927 -83.319390,42.026772 -78.002934,65.792750 90.762748,-6.186027 99.152606,-77.539435 -67.687041,-6.105503 -51.619535,65.871846 -43.204954,41.946679 125.539993,-30.234092 130.854083,-54.045015 -26.185300,17.993753 -20.071394,86.419005 69.403481,17.913257 157.604934,-54.124480 163.727779,-30.153927 6.680610,42.026772 11.997066,65.792750 -179.237252,-6.186027 -170.847394,-77.615600 -154.677560,-6.105503 38.380465,65.871846 46.795046,41.946679 -144.460007,-30.234092 -139.145917,-77.539435 22.312959
-55.920961 73.945972,-52.246827 -115.996721,19.814229 -110.069561,85.971597 5.943948,16.092376 67.604079,-79.325031 118.027639,-28.340293 -83.295685,43.837812 -77.916587,64.002051 91.266270,-8.007185 99.142858,-75.806641 -65.686896,-4.284032 -51.630090,67.658935 -42.603052,40.134607 125.614182,-32.046784 130.883575,-52.246827 -25.996721,19.814229 -20.069561,85.971597 95.943948,16.092376 157.604079,-55.920961 163.945972,-28.340293 6.704315,43.837812 12.083413,64.002051 -178.733730,-8.007185 -170.857142,-79.325031 -151.972361,-4.284032 38.369910,67.658935 47.396948,40.134607 -144.385818,-32.046784 -139.116425,-75.806641 24.313104
-57.715675 74.197414,-50.447115 -115.832505,21.634267 -110.064804,84.885947 24.147488,14.271157 67.600976,-80.999260 121.783488,-26.525797 -83.276936,45.647809 -77.817056,62.208458 91.694103,-9.827990 99.134129,-74.058770 -64.142293,-2.462316 -51.641177,69.441801 -41.881998,38.321596 125.678057,-33.858535 130.919264,-50.447115 -25.832505,21.634267 -20.064804,84.885947 114.147488,14.271157 157.600976,-57.715675 164.197414,-26.525797 6.723064,45.647809 12.182944,62.208458 -178.305897,-9.827990 -170.865871,-80.999260 -148.216512,-2.462316 38.358823,69.441801 48.118002,38.321596 -144.321943,-33.858535 -139.080736,-74.058770 25.857707
-59.508456 74.488010,-48.645967 -115.689418,23.453820 -110.056749,83.473060 35.229393,12.449650 67.595925,-82.614541 127.255122,-24.710479 -83.262626,47.456706 -77.702580,60.412383 92.059976,-11.648392 99.126670,-72.300142 -62.920656,-0.640405 -51.652565,71.219397 -41.008195,36.507693 125.732746,-35.669306 130.961871,-48.645967 -25.689418,23.453820 -20.056749,83.473060 125.229393,12.449650 157.595925,-59.508456 164.488010,-24.710479 6.737374,47.456706 12.297420,60.412383 -177.940024,-11.648392 -170.873330,-82.614541 -142.744878,-0.640405 38.347435,71.219397 48.991805,36.507693 -144.267254,-35.669306 -139.038129,-72.300142 27.079344
-61.299096 74.825120,-46.843456 -115.564758,25.272842 -110.044994,81.902364 42.169345,10.627905 67.589205,-84.122307 135.698003,-22.894380 -83.252287,49.264437 -77.571094,58.614141 92.374523,-13.468341 99.120741,-70.533523 -61.935679,1.181646 -51.664025,72.990236 -39.934365,34.692943 125.779235,-37.479059 131.012206,-46.843456 -25.564758,25.272842 -20.044994,81.902364 132.169345,10.627905 157.589205,-61.299096 164.825120,-22.894380 6.747713,49.264437 12.428906,58.614141 -177.625477,-13.468341 -170.879259,-84.122307 -134.301997,1.181646 38.335975,72.990236 50.065635,34.692943 -144.220765,-37.479059 -138.987794,-70.533523 28.064321
-63.087328 75.218030,-45.039648 -115.456247,27.091287 -110.029096,80.249724 46.779981,8.805975 67.581086,-85.415455 149.434810,-21.077542 -83.245493,51.070929 -77.420160,56.813976 92.646098,-15.287788 99.116617,-68.760759 -61.128976,3.003785 -51.675330,74.752129 -38.591946,32.877390 125.818392,-39.287755 131.071189,-45.039648 -25.456247,27.091287 -20.029096,80.249724 136.779981,8.805975 157.581086,-63.087328 165.218030,-21.077542 6.754507,51.070929 12.579840,56.813976 -177.353902,-15.287788 -170.883383,-85.415455 -120.565190,3.003785 38.324670,74.752129 51.408054,32.877390 -144.181608,-39.287755 -138.928811,-68.760759 28.871024
-64.872805 75.678629,-43.234596 -115.361953,28.909111 -110.008568,78.550457 50.013751,6.983911 67.571821,-86.264241 171.429471,-19.260009 -83.241853,52.876096 -77.246873,55.012084 92.881363,-17.106684 99.114585,-66.983122 -60.459732,4.825958 -51.686250,76.501748 -36.877950,31.061076 125.850984,-41.095353 131.139869,-43.234596 -25.361953,28.909111 -20.008568,78.550457 140.013751,6.983911 157.571821,-64.872805 165.678629,-19.260009 6.758147,52.876096 12.753127,55.012084 -177.118637,-17.106684 -170.885415,-86.264241 -98.570529,4.825958 38.313750,76.501748 53.122050,31.061076 -144.149016,-41.095353 -138.860131,-66.983122 29.540268
-66.655066 76.222380,-41.428352 -115.280221,30.726269 -109.982874,76.822470 52.383488,5.161765 67.561658,-86.344857 -160.524975,-17.441824 -83.241007,54.679838 -77.047745,53.208618 93.085688,-18.924984 99.114953,-65.201515 -59.898600,6.648113 -51.696553,78.233797 -34.631145,29.244045 125.877695,-42.901812 131.219448,-41.428352 -25.280221,30.726269 -19.982874,76.822470 142.383488,5.161765 157.561658,-66.655066 166.222380,-17.441824 6.758993,54.679838 12.952255,53.208618 -176.914312,-18.924984 -170.885047,-86.344857 -70.524975,6.648113 38.303447,78.233797 55.368855,29.244045 -144.122305,-42.901812 -138.780552,-65.201515 30.101400
-68.433494 76.869764,-39.620960 -115.209628,32.542718 -109.951414,75.075612 54.181271,3.339592 67.550834,-85.614739 -136.928811,-15.623034 -83.242620,56.482031 -76.818554,51.403705 93.263456,-20.742640 99.118053,-63.416592 -59.423966,8.470196 -51.706001,79.939384 -31.586565,27.426341 125.899132,-44.707087 131.311310,-39.620960 -25.209628,32.542718 -19.951414,75.075612 144.181271,3.339592 157.550834,-68.433494 166.869764,-15.623034 6.757380,56.482031 13.181446,51.403705 -176.736544,-20.742640 -170.881947,-85.614739 -46.928811,8.470196 38.293999,79.939384 58.413435,27.426341 -144.100868,-44.707087 -138.688690,-63.416592 30.576034
-70.207239 77.648472,-37.812464 -115.148940,34.358415 -109.913522,73.315687 55.583106,1.517442 67.539583,-84.381474 -121.867614,-13.803685 -83.246381,58.282527 -76.554127,49.597450 93.418276,-22.559610 99.124237,-61.628839 -59.019566,10.292155 -51.714350,81.602560 -27.283951,25.608007 125.915846,-46.511129 131.417064,-37.812464 -25.148940,34.358415 -19.913522,73.315687 145.583106,1.517442 157.539583,-70.207239 167.648472,-13.803685 6.753619,58.282527 13.445873,49.597450 -176.581724,-22.559610 -170.875763,-84.381474 -31.867614,10.292155 38.285650,81.602560 62.716049,25.608007 -144.084154,-46.511129 -138.582936,-61.628839 30.980434
-71.975109 78.596834,-36.002903 -115.097084,36.173316 -109.868446,71.546306 56.700480,-0.304629 67.528134,-82.902581 -112.662777,-11.983825 -83.251999,60.081140 -76.248071,47.789941 93.553149,-24.375848 99.133891,-59.838620 -58.672937,12.113937 -51.721348,83.192369 -20.876590,23.789088 125.928330,-48.313883 131.538588,-36.002903 -25.097084,36.173316 -19.868446,71.546306 146.700480,-0.304629 157.528134,-71.975109 168.596834,-11.983825 6.748001,60.081140 13.751929,47.789941 -176.446851,-24.375848 -170.866109,-82.902581 -22.662777,12.113937 38.278652,83.192369 69.123410,23.789088 -144.071670,-48.313883 -138.461412,-59.838620 31.327063
-73.735384 79.769385,-34.192316 -115.053118,37.987378 -109.815339,69.769827 57.607086,-2.126569 67.516716,-81.302356 -106.762539,-10.163503 -83.259196,61.877636 -75.892379,45.981255 93.670595,-26.191313 99.147436,-58.046217 -58.374372,13.935492 -51.726727,84.643287 -10.750875,21.969630 125.937035,-50.115288 131.678090,-34.192316 -25.053118,37.987378 -19.815339,69.769827 147.607086,-2.126569 157.516716,-73.735384 169.769385,-10.163503 6.740804,61.877636 14.107621,45.981255 -176.329405,-26.191313 -170.852564,-81.302356 -16.762539,13.935492 38.273273,84.643287 79.249125,21.969630 -144.062965,-50.115288 -138.321910,-58.046217 31.625628
-75.485503 81.246213,-32.380743 -115.016210,39.800557 -109.753237,67.987843 58.353434,-3.948326 67.505556,-79.636725 -102.752807,-8.342768 -83.267709,63.671714 -75.476891,44.171456 93.772740,-28.005964 99.165330,-56.251846 -58.116197,15.756768 -51.730211,85.808695 5.898852,20.149678 125.942371,-51.915270 131.838187,-32.380743 -25.016210,39.800557 -19.753237,67.987843 148.353434,-3.948326 157.505556,-75.485503 171.246213,-8.342768 6.732291,63.671714 14.523109,44.171456 -176.227260,-28.005964 -170.834670,-79.636725 -12.752807,15.756768 38.269789,85.808695 95.898852,20.149678 -144.057629,-51.915270 -138.161813,-56.251846 31.883803
-77.221503 83.149422,-30.568221 -114.985626,41.612806 -109.681041,66.201468 58.975230,-5.769845 67.494886,-77.932608 -99.887996,-6.521672 -83.277288,65.462983 -74.988526,42.360604 93.861397,-29.819760 99.188080,-54.455679 -57.892266,17.577715 -51.731504,86.399886 31.183043,18.329279 125.944716,-53.713746 132.022004,-30.568221 -24.985626,41.612806 -19.681041,66.201468 148.975230,-5.769845 157.494886,-77.221503 173.149422,-6.521672 6.722712,65.462983 15.011474,42.360604 -176.138603,-29.819760 -170.811920,-77.932608 -9.887996,17.577715 38.268496,86.399886 121.183043,18.329279 -144.055284,-53.713746 -137.977996,-54.455679 32.107734
-78.936948 85.673523,-28.754790 -114.960711,43.424076 -109.597487,64.411502 59.498393,-7.591076 67.484939,-76.204116 -97.757774,-4.700265 -83.287688,67.250923 -74.410151,40.548753 93.938118,-31.632662 99.216249,-52.657854 -57.697601,19.398284 -51.730290,86.143146 58.847446,16.508482 125.944419,-55.510613 132.233308,-28.754790 -24.960711,43.424076 -19.597487,64.411502 149.498393,-7.591076 157.484939,-78.936948 175.673523,-4.700265 6.712312,67.250923 15.589849,40.548753 -176.061882,-31.632662 -170.783751,-76.204116 -7.757774,19.398284 38.269710,86.143146 148.847446,16.508482 -144.055581,-55.510613 -137.766692,-52.657854 32.302399
-80.620776 89.144626,-26.940487 -114.940876,45.234316 -109.501113,62.618530 59.942177,-9.411966 67.475956,-74.459235 -96.122965,-2.878601 -83.298674,69.034834 -73.718898,38.735953 94.004244,-33.444631 99.250462,-50.858482 -57.528124,21.218426 -51.726233,85.171883 79.077012,14.687336 125.941803,-57.305743 132.476676,-26.940487 -24.940876,45.234316 -19.501113,62.618530 149.942177,-9.411966 157.475956,-80.620776 179.144626,-2.878601 6.701326,69.034834 16.281102,38.735953 -175.995756,-33.444631 -170.749538,-74.459235 -6.122965,21.218426 38.273767,85.171883 169.077012,14.687336 -144.058197,-57.305743 -137.523324,-50.858482 32.471876
-82.252572 94.141488,-25.125353 -114.925595,47.043470 -109.390222,60.822991 60.321175,-11.232465 67.468184,-72.702778 -94.836435,-1.056730 -83.310013,70.813746 -72.883578,36.922250 94.060941,-35.255630 99.291420,-49.057655 -57.380464,23.038094 -51.718966,83.813908 91.492220,12.865890 125.937171,-59.098982 132.757736,-25.125353 -24.925595,47.043470 -19.390222,60.822991 150.321175,-11.232465 157.468184,-82.252572 -175.858512,-1.056730 6.689987,70.813746 17.116422,36.922250 -175.939059,-35.255630 -170.708580,-72.702778 -4.836435,23.038094 38.281034,83.813908 -178.507780,12.865890 -144.062829,-59.098982 -137.242264,-49.057655 32.619536
-83.791411 101.747228,-23.309429 -114.914388,48.851473 -109.262823,59.025220 60.646642,-13.052521 67.461882,-70.937796 -93.803329,0.765294 -83.321477,72.586291 -71.860571,35.107690 94.109223,-37.065619 99.339912,-47.255450 -57.251808,24.857241 -51.708094,82.270333 99.176579,11.044196 125.930808,-60.890133 133.083477,-23.309429 -24.914388,48.851473 -19.262823,59.025220 150.646642,-13.052521 157.461882,-83.791411 -168.252772,0.765294 6.678523,72.586291 18.139429,35.107690 -175.890777,-37.065619 -170.660088,-70.937796 -3.803329,24.857241 38.291906,82.270333 -170.823421,11.044196 -144.069192,-60.890133 -136.916523,-47.255450 32.748192
-85.148255 114.002197,-21.492756 -114.906819,50.658255 -109.116571,57.225476 60.927396,-14.872087 67.457320,-69.166307 -92.960002,2.587418 -83.332837,74.350471 -70.587079,33.292316 94.149984,-38.874559 99.396831,-45.451933 -57.139789,26.675822 -51.693184,80.632362 104.212880,9.222303 125.922986,-62.678943 133.462696,-21.492756 -24.906819,50.658255 -19.116571,57.225476 150.927396,-14.872087 157.457320,-85.148255 -155.997803,2.587418 6.667163,74.350471 19.412921,33.292316 -175.850016,-38.874559 -170.603169,-69.166307 -2.960002,26.675822 38.306816,80.632362 -165.787120,9.222303 -144.077014,-62.678943 -136.537304,-45.451933 32.860211
-86.127065 133.953205,-19.675378 -114.902491,52.463734 -108.948675,55.423963 61.170443,-16.691114 67.454784,-67.389693 -92.262276,4.409588 -83.343866,76.103272 -68.969577,31.476172 94.184014,-40.682412 99.463196,-43.647161 -57.042402,28.493792 -51.673759,78.941751 107.704850,7.400265 125.913961,-64.465085 133.906612,-19.675378 -24.902491,52.463734 -18.948675,55.423963 151.170443,-16.691114 157.454784,-86.127065 -136.046795,4.409588 6.656134,76.103272 21.030423,31.476172 -175.815986,-40.682412 -170.536804,-67.389693 -2.262276,28.493792 38.326241,78.941751 -162.295150,7.400265 -144.086039,-64.465085 -136.093388,-43.647161 32.957598
-86.404689 161.407093,-17.857338 -114.901037,54.267811 -108.755796,53.620845 61.381420,-18.509554 67.454576,-65.608928 -91.678580,6.231751 -83.354330,77.839953 -66.863113,29.659301 94.212012,-42.489135 99.540169,-41.841185 -56.957932,30.311106 -51.649296,77.219254 110.240526,5.578134 125.903982,-66.248129 134.429767,-17.857338 -24.901037,54.267811 -18.755796,53.620845 151.381420,-18.509554 157.454576,-86.404689 -108.592907,6.231751 6.645670,77.839953 23.136887,29.659301 -175.787988,-42.489135 -170.459831,-65.608928 -1.678580,30.311106 38.350704,77.219254 -159.759474,5.578134 -144.096018,-66.248129 -135.570233,-41.841185 33.042068
-85.838376 -173.192857,-16.038682 -114.902116,56.070370 -108.533891,51.816253 61.564913,-20.327361 67.457021,-63.824715 -91.185778,8.053855 -83.363995,79.552656 -64.032250,27.841747 94.234604,-44.294685 99.629092,-40.034051 -56.884909,32.127720 -51.619210,75.476090 112.150373,3.755962 125.893288,-68.027497 135.051335,-16.038682 -24.902116,56.070370 -18.533891,51.816253 151.564913,-20.327361 157.457021,-85.838376 -83.192857,8.053855 6.636005,79.552656 25.967750,27.841747 -175.765396,-44.294685 -170.370908,-63.824715 -1.185778,32.127720 38.380790,75.476090 -157.849627,3.755962 -144.106712,-68.027497 -134.948665,-40.034051 33.115091
-84.691643 -156.335240,-14.219457 -114.905413,57.871269 -108.278030,50.010296 61.724692,-22.144492 67.462467,-62.037573 -90.766545,9.875847 -83.372618,81.227516 -60.073377,26.023553 94.252351,-46.099013 99.731517,-38.225804 -56.822058,33.943593 -51.582850,73.718772 113.631074,1.933802 125.882114,-69.802403 135.797110,-14.219457 -24.905413,57.871269 -18.278030,50.010296 151.724692,-22.144492 157.462467,-84.691643 -66.335240,9.875847 6.627382,81.227516 29.926623,26.023553 -175.747649,-46.099013 -170.268483,-62.037573 -0.766545,33.943593 38.417150,73.718772 -156.368926,1.933802 -144.117886,-69.802403 -134.202890,-38.225804 33.177942
-83.254184 -146.063914,-12.399709 -114.910631,59.670331 -107.982127,48.203067 61.863886,-23.960901 67.471293,-60.247890 -90.407658,11.697675 -83.379947,82.838131 -54.253277,24.204764 94.265761,-47.902067 99.849255,-36.416483 -56.768271,35.758680 -51.539487,71.951309 114.805883,0.111708 125.870691,-71.571744 136.702599,-12.399709 -24.910631,59.670331 -17.982127,48.203067 151.863886,-23.960901 157.471293,-83.254184 -56.063914,11.697675 6.620053,82.838131 35.746723,24.204764 -175.734239,-47.902067 -170.150745,-60.247890 -0.407658,35.758680 38.460513,71.951309 -155.194117,0.111708 -144.129309,-71.571744 -133.297401,-36.416483 33.231729
-81.675155 -139.567087,-10.579488 -114.917491,61.467334 -107.638584,46.394643 61.985113,-25.776546 67.483910,-58.455965 -90.098850,13.519286 -83.385720,84.329693 -45.179007,22.385425 94.275292,-49.703786 99.984435,-34.606127 -56.722578,37.572938 -51.488295,70.176289 115.755527,-1.710267 125.859245,-73.333943 137.817983,-10.579488 -24.917491,61.467334 -17.638584,46.394643 151.985113,-25.776546 157.483910,-81.675155 -49.567087,13.519286 6.614280,84.329693 44.820993,22.385425 -175.724708,-49.703786 -170.015565,-58.455965 -0.098850,37.572938 38.511705,70.176289 -154.244473,-1.710267 -144.140755,-73.333943 -132.182017,-34.606127 33.277422
-80.021414 -135.208292,-8.758844 -114.925726,63.261996 -107.237792,44.585093 62.090585,-27.591387 67.500767,-56.662027 -89.832036,15.340630 -83.389662,85.580178 -30.315565,20.565581 94.281363,-51.504100 100.139571,-32.794776 -56.684126,39.386322 -51.428340,68.395451 116.534910,-3.532070 125.848006,-75.086670 139.216391,-8.758844 -24.925726,63.261996 -17.237792,44.585093 152.090585,-27.591387 157.500767,-80.021414 -45.208292,15.340630 6.610338,85.580178 59.684435,20.565581 -175.718637,-51.504100 -169.860429,-56.662027 0.167964,39.386322 38.571660,68.395451 -153.465090,-3.532070 -144.151994,-75.086670 -130.783609,-32.794776 33.315874
-78.324531 -132.126642,-6.937825 -114.935083,65.053947 -106.767422,42.774477 62.182178,-29.405381 67.522360,-54.866258 -89.600756,17.161657 -83.391483,86.334133 -6.884402,18.745281 94.284360,-53.302929 100.317661,-30.982468 -56.652158,41.198788 -51.358556,66.610000 117.182588,-5.353648 125.837204,-76.826350 141.008310,-6.937825 -24.935083,65.053947 -16.767422,42.774477 152.182178,-29.405381 157.522360,-78.324531 -42.126642,17.161657 6.608517,86.334133 83.115598,18.745281 -175.715640,-53.302929 -169.682339,-54.866258 0.399244,41.198788 38.641444,66.610000 -152.817412,-5.353648 -144.162796,-76.826350 -128.991690,-30.982468 33.347842
-76.600747 -129.854158,-5.116485 -114.945317,66.842702 -106.211389,40.962850 62.261501,-31.218491 67.549238,-53.068801 -89.399792,18.982316 -83.390871,86.276683 21.302340,16.924570 94.284637,-55.100173 100.522313,-29.169240 -56.626001,43.010286 -51.277718,64.820796 117.726389,-7.174949 125.827071,-78.547250 143.367878,-5.116485 -24.945317,66.842702 -16.211389,40.962850 152.261501,-31.218491 157.549238,-76.600747 -39.854158,18.982316 6.609129,86.276683 111.302340,16.924570 -175.715363,-55.100173 -169.477687,-53.068801 0.600208,43.010286 38.722282,64.820796 -152.273611,-7.174949 -144.172929,-78.547250 -126.632122,-29.169240 33.373999
-74.859103 -128.121614,-3.294875 -114.956189,68.627607 -105.548325,39.150263 62.329940,-33.030677 67.582011,-51.269774 -89.224880,20.802560 -83.387494,85.438378 43.590537,15.103500 94.282524,-56.895713 100.757901,-27.355133 -56.605054,44.820766 -51.184414,63.028467 118.186883,-8.995922 125.817846,-80.239651 146.583478,-3.294875 -24.956189,68.627607 -15.548325,39.150263 152.329940,-33.030677 157.582011,-74.859103 -38.121614,20.802560 6.612506,85.438378 133.590537,15.103500 -175.717476,-56.895713 -169.242099,-51.269774 0.775120,44.820766 38.815586,63.028467 -151.813117,-8.995922 -144.182154,-80.239651 -123.416522,-27.355133 33.394946
-73.104974 -126.765322,-1.473046 -114.967468,70.407765 -104.749237,37.336762 62.388697,-34.841901 67.621361,-49.469272 -89.072501,22.622340 -83.380994,84.145504 57.514077,13.282118 94.278327,-58.689400 101.029787,-25.540186 -56.588776,46.630173 -51.077004,61.233482 118.579589,-10.816514 125.809775,-81.885930 151.160174,-1.473046 -24.967468,70.407765 -14.749237,37.336762 152.388697,-34.841901 157.621361,-73.104974 -36.765322,22.622340 6.619006,84.145504 147.514077,13.282118 -175.721673,-58.689400 -168.970213,-49.469272 0.927499,46.630173 38.922996,61.233482 -151.420411,-10.816514 -144.190225,-81.885930 -118.839826,-25.540186 33.411224
-71.341732 -125.680809,0.348947 -114.978923,72.181914 -103.773819,35.522393 62.438819,-36.652124 67.668057,-47.667375 -88.939726,24.441611 -83.370983,82.633558 66.049543,11.460476 94.272336,-60.481048 101.344617,-23.724438 -56.576678,48.438446 -50.953570,59.436196 118.916434,-12.636676 125.803114,-83.451441 158.033256,0.348947 -24.978923,72.181914 -13.773819,35.522393 152.438819,-36.652124 157.668057,-71.341732 -35.680809,24.441611 6.629017,82.633558 156.049543,11.460476 -175.727664,-60.481048 -168.655383,-47.667375 1.060274,48.438446 39.046430,59.436196 -151.083566,-12.636676 -144.196886,-83.451441 -111.966744,-23.724438 33.423322
-69.571590 -124.798579,2.171053 -114.990327,73.948225 -102.564453,33.707202 62.481226,-38.461307 67.722967,-45.864153 -88.824094,26.260325 -83.357036,81.012330 71.567139,9.638624 94.264824,-62.270418 101.710726,-21.907933 -56.568314,50.245514 -50.811854,57.636884 119.206730,-14.456359 125.798130,-84.862055 168.978551,2.171053 -24.990327,73.948225 -12.564453,33.707202 152.481226,-38.461307 157.722967,-69.571590 -34.798579,26.260325 6.642964,81.012330 161.567139,9.638624 -175.735176,-62.270418 -168.289274,-45.864153 1.175906,50.245514 39.188146,57.636884 -150.793270,-14.456359 -144.201870,-84.862055 -101.021449,-21.907933 33.431686
-67.796049 -124.070741,3.993217 -115.001452,75.703967 -101.036029,31.891230 62.516729,-40.269412 67.787076,-44.059663 -88.723524,28.078438 -83.338687,79.331415 75.347012,7.816614 94.256051,-64.057203 102.138715,-20.090712 -56.563279,52.051298 -50.649176,55.835759 119.457853,-16.275513 125.795104,-85.952657 -173.072397,3.993217 -25.001452,75.703967 -11.036029,31.891230 152.516729,-40.269412 157.787076,-67.796049 -34.070741,28.078438 6.661313,79.331415 165.347012,7.816614 -175.743949,-64.057203 -167.861285,-44.059663 1.276476,52.051298 39.350824,55.835759 -150.542147,-16.275513 -144.204896,-85.952657 -83.072397,-20.090712 33.436721
-66.016162 -123.463282,5.815387 -115.012066,77.444880 -99.057910,30.074522 62.546047,-42.076397 67.861514,-42.253957 -88.636240,29.895906 -83.315424,77.614977 78.065408,5.994500 94.246269,-65.841000 102.642267,-18.272820 -56.561199,53.855705 -50.462334,54.032995 119.675720,-18.094091 125.794336,-86.418092 -146.792828,5.815387 -25.012066,77.444880 -9.057910,30.074522 152.546047,-42.076397 157.861514,-66.016162 -33.463282,29.895906 6.684576,77.614977 168.065408,5.994500 -175.753731,-65.841000 -167.357733,-42.253957 1.363760,53.855705 39.537666,54.032995 -150.324280,-18.094091 -144.205664,-86.418092 -56.792828,-18.272820 33.438801
-64.232686 -122.951415,7.637509 -115.021935,79.163999 -96.420309,28.257120 62.569823,-43.882219 67.947577,-40.447085 -88.560720,31.712684 -83.286678,75.875838 80.097356,4.172332 94.235717,-67.621269 103.239352,-16.454301 -56.561728,55.658622 -50.247461,52.228729 119.865134,-19.912047 125.796145,-86.031957 -119.944295,7.637509 -25.021935,79.163999 -6.420309,28.257120 152.569823,-43.882219 157.947577,-64.232686 -32.951415,31.712684 6.713322,75.875838 170.097356,4.172332 -175.764283,-67.621269 -166.760648,-40.447085 1.439280,55.658622 39.752539,52.228729 -150.134866,-19.912047 -144.203855,-86.031957 -29.944295,-16.454301 33.438272
